date,from,value_m3
2021-05-31,Morocco,23849081.89004352
2021-05-31,Norway,201263604.8760991
2021-05-31,Russia,434959220.26822984
2021-05-31,United Kingdom,11539951.683097966
2021-06-01,Algeria,74479930.63327116
2021-06-01,Azerbaijan,24226259.792166267
2021-06-01,Libya,7767668.4430233585
2021-06-01,LNG,238303138.19166887
2021-06-01,Morocco,22997144.328981254
2021-06-01,Norway,199157665.23669952
2021-06-01,Russia,430483398.61444175
2021-06-01,United Kingdom,12906762.67874589
2021-06-02,Algeria,74122049.64916955
2021-06-02,Azerbaijan,23159813.7490008
2021-06-02,Libya,7762587.618793854
2021-06-02,LNG,241444464.3396394
2021-06-02,Morocco,23235976.37445599
2021-06-02,Norway,195038040.0568434
2021-06-02,Russia,427562212.71871394
2021-06-02,United Kingdom,13012922.90611955
2021-06-03,Algeria,76223452.61568522
2021-06-03,Azerbaijan,23634282.440714095
2021-06-03,Libya,9706389.288569145
2021-06-03,LNG,245270771.90691888
2021-06-03,Morocco,22129698.196997955
2021-06-03,Norway,196824121.4139799
2021-06-03,Russia,429532809.2192912
2021-06-03,United Kingdom,11534366.817656983
2021-06-04,Algeria,75583116.52899902
2021-06-04,Azerbaijan,23602424.54924949
2021-06-04,Libya,9702711.87494449
2021-06-04,LNG,238654146.47837287
2021-06-04,Morocco,22070765.69855227
2021-06-04,Norway,201168531.70796695
2021-06-04,Russia,430071705.3024247
2021-06-04,United Kingdom,14287944.533262279
2021-06-05,Algeria,75854467.98117062
2021-06-05,Azerbaijan,23938895.816679988
2021-06-05,Libya,8744203.481659116
2021-06-05,LNG,195793201.9806377
2021-06-05,Morocco,22042850.253130827
2021-06-05,Norway,201867127.5424105
2021-06-05,Russia,424588877.60902387
2021-06-05,United Kingdom,15292877.005062617
2021-06-06,Algeria,75696992.2728484
2021-06-06,Azerbaijan,23895420.7300826
2021-06-06,Libya,8738220.889954703
2021-06-06,LNG,202222511.7061906
2021-06-06,Morocco,21922917.310595967
2021-06-06,Norway,202953745.92770228
2021-06-06,Russia,423083514.4328981
2021-06-06,United Kingdom,16598418.109956477
2021-06-07,Algeria,75151370.45918821
2021-06-07,Azerbaijan,26570377.1205258
2021-06-07,Libya,9713759.481303845
2021-06-07,LNG,235485147.8994582
2021-06-07,Morocco,21900171.418420818
2021-06-07,Norway,191360188.31157297
2021-06-07,Russia,420503657.5184297
2021-06-07,United Kingdom,14939026.441069366
2021-06-08,Algeria,75192125.9436895
2021-06-08,Azerbaijan,25224812.949640285
2021-06-08,Libya,11215890.754063416
2021-06-08,LNG,239309726.86739498
2021-06-08,Morocco,21874323.74100719
2021-06-08,Norway,190616678.49720222
2021-06-08,Russia,410428432.05178076
2021-06-08,United Kingdom,24506199.09405809
2021-06-09,Algeria,75787849.80904165
2021-06-09,Azerbaijan,24819708.943955947
2021-06-09,LNG,239222274.45599076
2021-06-09,Morocco,21876391.597832844
2021-06-09,Norway,95043406.08322231
2021-06-09,Russia,412643458.1237232
2021-06-09,United Kingdom,23716190.425437424
2021-06-10,Algeria,75493807.97584155
2021-06-10,Azerbaijan,24124237.14361844
2021-06-10,Libya,12739648.63664624
2021-06-10,LNG,240661388.924416
2021-06-10,Morocco,21961171.773692157
2021-06-10,Norway,145860824.98445687
2021-06-10,Russia,416378637.5170974
2021-06-10,United Kingdom,24320924.460431654
2021-06-11,Algeria,75346194.24460432
2021-06-11,Azerbaijan,25031329.42534861
2021-06-11,Libya,11871474.997779554
2021-06-11,LNG,225524058.12239096
2021-06-11,Morocco,21959103.916866507
2021-06-11,Norway,146271983.8262723
2021-06-11,Russia,421746005.66127545
2021-06-11,United Kingdom,21394654.196642682
2021-06-12,Algeria,76554529.62074783
2021-06-12,Azerbaijan,24680560.26290079
2021-06-12,Libya,7270671.72928324
2021-06-12,LNG,190016060.01421085
2021-06-12,Morocco,21568287.94741984
2021-06-12,Norway,193929575.41522336
2021-06-12,Russia,419314913.9355182
2021-06-12,United Kingdom,12801412.64765965
2021-06-13,Algeria,76857120.96989076
2021-06-13,Azerbaijan,23427392.041922014
2021-06-13,Libya,7266981.881161737
2021-06-13,LNG,190779860.32507327
2021-06-13,Morocco,21560016.697752908
2021-06-13,Norway,202889988.81783462
2021-06-13,Russia,418345935.8735234
2021-06-13,United Kingdom,12161164.62385647
2021-06-14,Algeria,76024785.41611156
2021-06-14,Azerbaijan,25705513.36708411
2021-06-14,Libya,9697984.989785949
2021-06-14,LNG,207087849.6669331
2021-06-14,Morocco,21950832.667199574
2021-06-14,Norway,205103913.7490008
2021-06-14,Russia,430281230.393463
2021-06-14,United Kingdom,13422211.57296385
2021-06-15,Algeria,74379238.47588596
2021-06-15,Azerbaijan,25602252.77555733
2021-06-15,Libya,8728493.20543565
2021-06-15,LNG,212244456.98552266
2021-06-15,Morocco,21897069.633182343
2021-06-15,Norway,206429046.65600854
2021-06-15,Russia,429460654.1591615
2021-06-15,United Kingdom,19170158.77964295
2021-06-16,Algeria,69379956.21280754
2021-06-16,Azerbaijan,29230544.186872724
2021-06-16,Libya,6785423.483435473
2021-06-16,LNG,190592847.56195042
2021-06-16,Morocco,20360687.09476863
2021-06-16,Norway,212114531.97442043
2021-06-16,Russia,435107835.3317346
2021-06-16,United Kingdom,13795518.260946799
2021-06-17,Algeria,76708293.89821476
2021-06-17,Azerbaijan,27219176.39221956
2021-06-17,Libya,2929593.391953104
2021-06-17,LNG,198071046.79811704
2021-06-17,Morocco,21763695.97655209
2021-06-17,Norway,183607575.62838617
2021-06-17,Russia,435247166.3430145
2021-06-17,United Kingdom,16530064.925837107
2021-06-18,Algeria,73987681.58806288
2021-06-18,Azerbaijan,27284214.583888445
2021-06-18,Libya,1469988.542499334
2021-06-18,LNG,189420093.80051515
2021-06-18,Morocco,21475236.52189359
2021-06-18,Norway,216485062.52713385
2021-06-18,Russia,432795191.33057994
2021-06-18,United Kingdom,13922494.271249667
2021-06-19,Algeria,72591531.04183319
2021-06-19,Azerbaijan,27813507.23865352
2021-06-19,Libya,1464006.9277911005
2021-06-19,LNG,148640097.2200018
2021-06-19,Morocco,21434914.20197175
2021-06-19,Norway,210555931.12176925
2021-06-19,Russia,429366838.3728573
2021-06-19,United Kingdom,12016400.568434142
2021-06-20,Algeria,72930080.024869
2021-06-20,Azerbaijan,25533851.85185185
2021-06-20,Libya,1460088.0184741097
2021-06-20,LNG,130682536.51301181
2021-06-20,Morocco,20185957.189803712
2021-06-20,Norway,200933974.98889774
2021-06-20,Russia,426975742.66542315
2021-06-20,United Kingdom,11639818.3675282
2021-06-21,Algeria,72444800.24868993
2021-06-21,Azerbaijan,27064297.983835153
2021-06-21,Libya,1452751.4876987298
2021-06-21,LNG,175216162.98960832
2021-06-21,Morocco,21794713.118394177
2021-06-21,Norway,203592035.81135094
2021-06-21,Russia,421548144.04662937
2021-06-21,United Kingdom,11207029.84279243
2021-06-22,Algeria,73000005.06261657
2021-06-22,Azerbaijan,25552622.34656719
2021-06-22,LNG,184121822.79953814
2021-06-22,Morocco,21817459.010569323
2021-06-22,Norway,204553628.43058884
2021-06-22,Russia,413985331.92370546
2021-06-22,United Kingdom,13594382.893685052
2021-06-23,Algeria,72426276.3122835
2021-06-23,Azerbaijan,24915570.032862596
2021-06-23,Libya,986638.3337774224
2021-06-23,LNG,193471753.1663558
2021-06-23,Morocco,21869154.276578736
2021-06-23,Norway,210862068.99369392
2021-06-23,Russia,373499898.6597389
2021-06-23,United Kingdom,13527597.655209165
2021-06-24,Algeria,71653192.73470113
2021-06-24,Azerbaijan,24684318.944844123
2021-06-24,Libya,976248.0682120968
2021-06-24,LNG,175136761.41753262
2021-06-24,Morocco,21865018.65174527
2021-06-24,Norway,217501490.74518162
2021-06-24,Russia,374837688.3606892
2021-06-24,United Kingdom,10574140.953903543
2021-06-25,Algeria,72068909.9387157
2021-06-25,Azerbaijan,25446020.872191135
2021-06-25,Libya,1942402.5224265032
2021-06-25,LNG,183997787.1125322
2021-06-25,Morocco,21719238.031796783
2021-06-25,Norway,224028329.4253486
2021-06-25,Russia,375979453.5695888
2021-06-25,United Kingdom,10609890.576427748
2021-06-26,Algeria,73259898.48121503
2021-06-26,Azerbaijan,26845719.77973177
2021-06-26,Libya,1950289.3685051957
2021-06-26,LNG,150996134.50572875
2021-06-26,Morocco,20947945.02176037
2021-06-26,Norway,218541804.15667465
2021-06-26,Russia,379183165.6467715
2021-06-26,United Kingdom,11668084.9098499
2021-06-27,Algeria,73833965.71631584
2021-06-27,Azerbaijan,27490000.35527134
2021-06-27,Libya,5831694.644284572
2021-06-27,LNG,140429360.85798028
2021-06-27,Morocco,21523830.002664536
2021-06-27,Norway,228688624.54924947
2021-06-27,Russia,382018644.6833644
2021-06-27,United Kingdom,9468265.210054176
2021-06-28,Algeria,72615763.30047074
2021-06-28,Azerbaijan,27598914.20197175
2021-06-28,Libya,9697243.36086686
2021-06-28,LNG,202288117.719158
2021-06-28,Morocco,21430778.57713829
2021-06-28,Norway,237630871.37401187
2021-06-28,Russia,395286116.0152767
2021-06-28,United Kingdom,11440312.683186784
2021-06-29,Algeria,70716863.30935252
2021-06-29,Azerbaijan,27514629.62962963
2021-06-29,Libya,8760577.315925037
2021-06-29,LNG,193776885.29176658
2021-06-29,Morocco,21819526.778577138
2021-06-29,Norway,240122695.79003462
2021-06-29,Russia,417173089.9885425
2021-06-29,United Kingdom,11315028.155253574
2021-06-30,Algeria,69578387.60103029
2021-06-30,Azerbaijan,28911737.987387866
2021-06-30,LNG,189832034.8965272
2021-06-30,Morocco,22450208.72191136
2021-06-30,Norway,235247582.9647393
2021-06-30,Russia,428847164.3441691
2021-06-30,United Kingdom,13050727.151612045
2021-07-01,Algeria,70075102.58459899
2021-07-01,Azerbaijan,22720898.21476152
2021-07-01,LNG,202006545.11057818
2021-07-01,Morocco,20032939.337418955
2021-07-01,Norway,238640295.63016254
2021-07-01,Russia,412451070.7878142
2021-07-01,United Kingdom,13090431.68132161
2021-07-02,Algeria,71660066.34692246
2021-07-02,Azerbaijan,24323856.115107913
2021-07-02,Libya,1864830.446753708
2021-07-02,LNG,197176426.2634337
2021-07-02,Morocco,18378691.624478195
2021-07-02,Norway,229213621.66266984
2021-07-02,Russia,412490991.73994136
2021-07-02,United Kingdom,12191268.531841194
2021-07-03,Algeria,72203773.69215739
2021-07-03,Azerbaijan,24914913.846700415
2021-07-03,Libya,9731751.842970068
2021-07-03,LNG,163719894.5199396
2021-07-03,Morocco,16784410.427213784
2021-07-03,Norway,237147471.7470468
2021-07-03,Russia,412510774.6001421
2021-07-03,United Kingdom,12225681.978861352
2021-07-04,Algeria,71388870.9476863
2021-07-04,Azerbaijan,25336745.0039968
2021-07-04,Libya,9721351.985078605
2021-07-04,LNG,168321046.42508215
2021-07-04,Morocco,15987269.82858158
2021-07-04,Norway,241161697.31770137
2021-07-04,Russia,413542513.6219913
2021-07-04,United Kingdom,10620452.624567013
2021-07-05,Algeria,69958390.26556532
2021-07-05,Azerbaijan,26441710.54267697
2021-07-05,Libya,11739192.468247624
2021-07-05,LNG,206633405.1958433
2021-07-05,Morocco,17554669.508837376
2021-07-05,Norway,238355090.0168754
2021-07-05,Russia,411051325.2997602
2021-07-05,United Kingdom,17130070.485833555
2021-07-06,Algeria,69178921.30739853
2021-07-06,Azerbaijan,26551058.086863842
2021-07-06,Libya,13132447.997157829
2021-07-06,LNG,198984246.35402787
2021-07-06,Morocco,17810043.964828137
2021-07-06,Norway,240052107.98472333
2021-07-06,Russia,334503496.8540723
2021-07-06,United Kingdom,25526911.96376232
2021-07-07,Algeria,67381332.97806199
2021-07-07,Azerbaijan,27275718.80273559
2021-07-07,Libya,10692322.14228617
2021-07-07,LNG,207019454.14335197
2021-07-07,Morocco,17818315.21449507
2021-07-07,Norway,239918019.55502266
2021-07-07,Russia,333952480.42810196
2021-07-07,United Kingdom,25127089.10205169
2021-07-08,Algeria,68097301.53654854
2021-07-08,Azerbaijan,28109723.06599165
2021-07-08,Libya,9273793.58735234
2021-07-08,LNG,215639827.23154807
2021-07-08,Morocco,17695280.575539567
2021-07-08,Norway,240392341.65556443
2021-07-08,Russia,335981935.7097433
2021-07-08,United Kingdom,26523941.486810554
2021-07-09,Algeria,69091033.57314149
2021-07-09,Azerbaijan,27449128.075317524
2021-07-09,Libya,9758473.132605027
2021-07-09,LNG,183835229.61186606
2021-07-09,Morocco,17789365.929478638
2021-07-09,Norway,239612024.17621458
2021-07-09,Russia,379652995.4303224
2021-07-09,United Kingdom,22407373.78097522
2021-07-10,Algeria,69854168.5762501
2021-07-10,Azerbaijan,27982627.675637268
2021-07-10,Libya,7334536.81499245
2021-07-10,LNG,158331257.52731147
2021-07-10,Morocco,16781308.730793145
2021-07-10,Norway,238652982.3267608
2021-07-10,Russia,412175439.63415927
2021-07-10,United Kingdom,25713728.297362108
2021-07-11,Algeria,70665365.57420729
2021-07-11,Azerbaijan,27186973.70992095
2021-07-11,Libya,7342460.165201172
2021-07-11,LNG,155148785.09636736
2021-07-11,Morocco,16387390.976108002
2021-07-11,Norway,240435833.46656007
2021-07-11,Russia,407385084.08029133
2021-07-11,United Kingdom,15195812.86082245
2021-07-12,Algeria,69811365.21893597
2021-07-12,Azerbaijan,26821850.963673502
2021-07-12,Libya,7826200.373034905
2021-07-12,LNG,180197344.18687272
2021-07-12,Morocco,17627042.899014123
2021-07-12,Norway,239364791.71329603
2021-07-12,Russia,406051153.9186429
2021-07-12,United Kingdom,27308965.822897237
2021-07-13,Algeria,68790860.4671818
2021-07-13,Azerbaijan,27604260.23625544
2021-07-13,Libya,8801753.086419754
2021-07-13,LNG,187022825.677236
2021-07-13,Morocco,17825552.53574918
2021-07-13,Norway,240499856.46949106
2021-07-13,Russia,271470556.4996891
2021-07-13,United Kingdom,29339648.006039612
2021-07-14,Algeria,71181964.29523048
2021-07-14,Azerbaijan,27056552.713384848
2021-07-14,Libya,10256455.013766764
2021-07-14,LNG,172227771.68487433
2021-07-14,Morocco,16308814.281907806
2021-07-14,Norway,240703360.85798028
2021-07-14,Russia,271117005.2420286
2021-07-14,United Kingdom,17193406.279420905
2021-07-15,Algeria,71224694.4666489
2021-07-15,Azerbaijan,27053876.365574207
2021-07-15,Libya,8790435.74029665
2021-07-15,LNG,176812846.4606093
2021-07-15,Morocco,17823484.767741363
2021-07-15,Norway,239880224.73576695
2021-07-15,Russia,269793122.63877785
2021-07-15,United Kingdom,18199126.80522249
2021-07-16,Algeria,72081273.7365663
2021-07-16,Azerbaijan,27152043.165467624
2021-07-16,Libya,10246214.761524113
2021-07-16,LNG,165930990.8695266
2021-07-16,Morocco,17060463.00737188
2021-07-16,Norway,237802606.110667
2021-07-16,Russia,265766121.23634422
2021-07-16,United Kingdom,24654565.654143352
2021-07-17,Algeria,72604484.32365218
2021-07-17,Azerbaijan,26705058.530953016
2021-07-17,Libya,7324871.03650413
2021-07-17,LNG,140182180.18474108
2021-07-17,Morocco,16919851.940669686
2021-07-17,Norway,237471500.6039613
2021-07-17,Russia,273005441.19459987
2021-07-17,United Kingdom,23713079.385380585
2021-07-18,Algeria,72627728.48387957
2021-07-18,Azerbaijan,26473672.88391509
2021-07-18,Libya,7328593.036681766
2021-07-18,LNG,132248545.9721112
2021-07-18,Morocco,17261040.58975042
2021-07-18,Norway,237568368.33644193
2021-07-18,Russia,268217257.99538144
2021-07-18,United Kingdom,23411925.339728218
2021-07-19,Algeria,73440904.0767386
2021-07-19,Azerbaijan,27604207.0343725
2021-07-19,Libya,8302446.842525979
2021-07-19,LNG,197974596.9002576
2021-07-19,Morocco,19061068.83382183
2021-07-19,Norway,238074187.0148326
2021-07-19,Russia,267887943.18117058
2021-07-19,United Kingdom,20486058.797406517
2021-07-20,Algeria,73512551.46993516
2021-07-20,Azerbaijan,27610518.252065018
2021-07-20,Libya,9231824.673594458
2021-07-20,LNG,197842685.50492936
2021-07-20,Morocco,19728971.311839417
2021-07-20,Norway,238893735.4827249
2021-07-20,Russia,270372363.7725828
2021-07-20,United Kingdom,22898446.043165468
2021-07-21,Algeria,73516919.26458833
2021-07-21,Azerbaijan,29423873.70103917
2021-07-21,Libya,9206894.573230304
2021-07-21,LNG,199324936.97486454
2021-07-21,Morocco,20650180.47783995
2021-07-21,Norway,237264012.91411316
2021-07-21,Russia,272084163.3741895
2021-07-21,United Kingdom,16541206.732391862
2021-07-22,Algeria,72693096.36735056
2021-07-22,Azerbaijan,29008840.039079845
2021-07-22,Libya,9208063.682387425
2021-07-22,LNG,193251292.6458833
2021-07-22,Morocco,20482687.894129142
2021-07-22,Norway,238472236.64623854
2021-07-22,Russia,268286609.83213428
2021-07-22,United Kingdom,16373307.185362821
2021-07-23,Algeria,71911379.51860733
2021-07-23,Azerbaijan,28579950.972555287
2021-07-23,Libya,10165171.418420818
2021-07-23,LNG,178304684.35029754
2021-07-23,Morocco,17605330.846433964
2021-07-23,Norway,236704575.68887112
2021-07-23,Russia,405320932.2063238
2021-07-23,United Kingdom,15916192.823518962
2021-07-24,Algeria,70901667.73248067
2021-07-24,Azerbaijan,30024891.81987743
2021-07-24,Libya,6785713.828936851
2021-07-24,LNG,143893157.92699173
2021-07-24,Morocco,16327424.549249489
2021-07-24,Norway,218555550.443201
2021-07-24,Russia,425706452.2950528
2021-07-24,United Kingdom,14802064.792610357
2021-07-25,Algeria,71435225.15321076
2021-07-25,Azerbaijan,29874798.738786746
2021-07-25,Libya,6292250.999200639
2021-07-25,LNG,142836449.96891376
2021-07-25,Morocco,16446323.563371524
2021-07-25,Norway,198312853.72590816
2021-07-25,Russia,421013074.8894218
2021-07-25,United Kingdom,13471900.630606627
2021-07-26,Algeria,69718868.9048761
2021-07-26,Azerbaijan,29343271.427302603
2021-07-26,Libya,9204948.663291588
2021-07-26,LNG,187042862.00373033
2021-07-26,Morocco,19517020.7833733
2021-07-26,Norway,215972132.92477128
2021-07-26,Russia,425563906.8700595
2021-07-26,United Kingdom,16761158.930633271
2021-07-27,Algeria,69332637.97850609
2021-07-27,Azerbaijan,30718798.82760458
2021-07-27,Libya,9196358.29114486
2021-07-27,LNG,188454021.3162803
2021-07-27,Morocco,18679557.95363709
2021-07-27,Norway,219161625.37525535
2021-07-27,Russia,421551524.2551736
2021-07-27,United Kingdom,14022995.381472599
2021-07-28,Algeria,71208242.02859934
2021-07-28,Azerbaijan,31651068.478550497
2021-07-28,Libya,8712354.738431476
2021-07-28,LNG,192320315.95168307
2021-07-28,Morocco,17651856.559197087
2021-07-28,Norway,211546270.76116884
2021-07-28,Russia,425486513.76409984
2021-07-28,United Kingdom,13362552.589039879
2021-07-29,Algeria,70507922.63966604
2021-07-29,Azerbaijan,31147269.65094591
2021-07-29,Libya,8721905.320188293
2021-07-29,LNG,190616911.31539214
2021-07-29,Morocco,17536059.24149569
2021-07-29,Norway,203916539.23083752
2021-07-29,Russia,428758047.98117065
2021-07-29,United Kingdom,14465623.741007194
2021-07-30,Algeria,70382510.43609557
2021-07-30,Azerbaijan,31186422.68407496
2021-07-30,Libya,10667747.135624832
2021-07-30,LNG,180981152.93542942
2021-07-30,Morocco,17372702.282618348
2021-07-30,Norway,193901098.7654321
2021-07-30,Russia,426334276.0893507
2021-07-30,United Kingdom,11383769.713118393
2021-07-31,Algeria,70033839.1509015
2021-07-31,Azerbaijan,30331488.67572609
2021-07-31,Libya,8734379.429789502
2021-07-31,LNG,146477962.51887378
2021-07-31,Morocco,17196938.449240606
2021-07-31,Norway,186811288.20499155
2021-07-31,Russia,395554376.500222
2021-07-31,United Kingdom,12732083.408828493
2021-08-01,Algeria,68362413.53583798
2021-08-01,Azerbaijan,29616615.951683097
2021-08-01,Libya,8696907.895905498
2021-08-01,LNG,134653144.71977973
2021-08-01,Morocco,16881597.477573495
2021-08-01,Norway,193589548.47677413
2021-08-01,Russia,401388901.1539213
2021-08-01,United Kingdom,10468055.155875301
2021-08-02,Algeria,64302735.766941994
2021-08-02,Azerbaijan,27732463.717914555
2021-08-02,Libya,10132351.36335376
2021-08-02,LNG,160523958.06910026
2021-08-02,Morocco,18362149.12514433
2021-08-02,Norway,198355295.7456257
2021-08-02,Russia,391703596.67821294
2021-08-02,United Kingdom,12877368.41637801
2021-08-03,Algeria,59693951.06137313
2021-08-03,Azerbaijan,27841652.189359624
2021-08-03,Libya,8716284.749977795
2021-08-03,LNG,168244471.41842082
2021-08-03,Morocco,16720308.375521803
2021-08-03,Norway,199388463.167244
2021-08-03,Russia,389270607.8266276
2021-08-03,United Kingdom,12927988.364863664
2021-08-04,Algeria,58323199.75131006
2021-08-04,Azerbaijan,27880531.752375875
2021-08-04,Libya,8702325.872635225
2021-08-04,LNG,176431559.31254995
2021-08-04,Morocco,16216796.695976552
2021-08-04,Norway,218509128.05755395
2021-08-04,Russia,389868146.54942715
2021-08-04,United Kingdom,11960431.388222754
2021-08-05,Algeria,57706284.30588862
2021-08-05,Azerbaijan,27869081.801225685
2021-08-05,Libya,9682433.253397282
2021-08-05,LNG,164470786.83719692
2021-08-05,Morocco,15934540.722977173
2021-08-05,Norway,233860204.4497735
2021-08-05,Russia,378095962.51887375
2021-08-05,United Kingdom,10884598.543387514
2021-08-06,Algeria,57864418.6872724
2021-08-06,Azerbaijan,27880189.00435207
2021-08-06,Libya,11615883.648636648
2021-08-06,LNG,162512371.79145572
2021-08-06,Morocco,15939710.187405633
2021-08-06,Norway,234109455.53868017
2021-08-06,Russia,375340821.8758327
2021-08-06,United Kingdom,9463961.453059774
2021-08-07,Algeria,58364503.41948663
2021-08-07,Azerbaijan,26482273.38129496
2021-08-07,Libya,9227730.704325428
2021-08-07,LNG,125391377.48467891
2021-08-07,Morocco,15288350.208721912
2021-08-07,Norway,236328593.78275156
2021-08-07,Russia,375846354.73843145
2021-08-07,United Kingdom,7932633.271160848
2021-08-08,Algeria,62949200.284217075
2021-08-08,Azerbaijan,26498464.69491074
2021-08-08,Libya,9237339.195310418
2021-08-08,LNG,121369255.33351097
2021-08-08,Morocco,15433096.90025757
2021-08-08,Norway,237862345.40367705
2021-08-08,Russia,373100729.99378276
2021-08-08,United Kingdom,5971054.00124345
2021-08-09,Algeria,66434086.15329957
2021-08-09,Azerbaijan,26494293.89821476
2021-08-09,Libya,5858897.504218847
2021-08-09,LNG,139643742.5881517
2021-08-09,Morocco,18544116.44018119
2021-08-09,Norway,216616563.4336975
2021-08-09,Russia,373041281.9071854
2021-08-09,United Kingdom,11380698.99635847
2021-08-10,Algeria,67158509.99200639
2021-08-10,Azerbaijan,26447475.53068656
2021-08-10,Libya,9747179.3232081
2021-08-10,LNG,150855653.05089262
2021-08-10,Morocco,19301968.64730438
2021-08-10,Norway,228084825.7216449
2021-08-10,Russia,375378038.72999376
2021-08-10,United Kingdom,11940231.104005683
2021-08-11,Algeria,64803799.27169375
2021-08-11,Azerbaijan,26713691.18038902
2021-08-11,Libya,9244038.458122391
2021-08-11,LNG,152156135.8824052
2021-08-11,Morocco,19945057.376321163
2021-08-11,Norway,236449676.43662846
2021-08-11,Russia,363178970.47508657
2021-08-11,United Kingdom,12129156.248334665
2021-08-12,Algeria,61353340.61639577
2021-08-12,Azerbaijan,26444730.34905409
2021-08-12,Libya,9246536.63735678
2021-08-12,LNG,151866932.30304644
2021-08-12,Morocco,17235192.912336797
2021-08-12,Norway,239090759.51683098
2021-08-12,Russia,357253780.47943866
2021-08-12,United Kingdom,20597583.79074518
2021-08-13,Algeria,55134181.27720046
2021-08-13,Azerbaijan,25098550.67057465
2021-08-13,Libya,10210764.455102583
2021-08-13,LNG,161561937.60547116
2021-08-13,Morocco,15732929.30100364
2021-08-13,Norway,239531443.14770406
2021-08-13,Russia,357920981.3769429
2021-08-13,United Kingdom,24133569.29567457
2021-08-14,Algeria,53526795.63016254
2021-08-14,Azerbaijan,23438298.51674216
2021-08-14,Libya,8268462.0303756995
2021-08-14,LNG,155538199.28945732
2021-08-14,Morocco,15452741.096012078
2021-08-14,Norway,239778164.68602896
2021-08-14,Russia,356850662.8244959
2021-08-14,United Kingdom,15671345.314859224
2021-08-15,Algeria,53570379.96269651
2021-08-15,Azerbaijan,23442132.782662757
2021-08-15,Libya,8274317.079669598
2021-08-15,LNG,116543539.02655654
2021-08-15,Morocco,14356802.02504663
2021-08-15,Norway,240445379.7495337
2021-08-15,Russia,352360875.03188556
2021-08-15,United Kingdom,12416471.711519672
2021-08-16,Algeria,52089083.399946705
2021-08-16,Azerbaijan,24725732.747135624
2021-08-16,Libya,10704860.28954614
2021-08-16,LNG,115318602.58459899
2021-08-16,Morocco,14049732.303046452
2021-08-16,Norway,240639447.08233413
2021-08-16,Russia,358153162.0937916
2021-08-16,United Kingdom,23585550.652811084
2021-08-17,Algeria,51706159.16155964
2021-08-17,Azerbaijan,24782368.68283151
2021-08-17,Libya,10227424.904520828
2021-08-17,LNG,123766988.69348966
2021-08-17,Morocco,15281112.887467803
2021-08-17,Norway,240164040.19007015
2021-08-17,Russia,371224605.20587975
2021-08-17,United Kingdom,26701165.88506972
2021-08-18,Algeria,55574817.03526068
2021-08-18,Azerbaijan,26313852.82884803
2021-08-18,Libya,10224198.596678212
2021-08-18,LNG,130253596.98019361
2021-08-18,Morocco,16203355.981881162
2021-08-18,Norway,240591316.87538856
2021-08-18,Russia,369976530.8562039
2021-08-18,United Kingdom,21343949.32054357
2021-08-19,Algeria,54447340.52757794
2021-08-19,Azerbaijan,26393093.347544186
2021-08-19,Libya,9243975.21982414
2021-08-19,LNG,147098327.68451905
2021-08-19,Morocco,16964309.885424994
2021-08-19,Norway,239954496.9357847
2021-08-19,Russia,373669195.5768718
2021-08-19,United Kingdom,14664522.213340439
2021-08-20,Algeria,60788314.32631672
2021-08-20,Azerbaijan,26386672.26219025
2021-08-20,Libya,10212281.552535748
2021-08-20,LNG,154115080.84199306
2021-08-20,Morocco,16635528.199662492
2021-08-20,Norway,240166199.98223642
2021-08-20,Russia,374711351.8074429
2021-08-20,United Kingdom,12071278.230748737
2021-08-21,Algeria,62553559.729993775
2021-08-21,Azerbaijan,26371251.976196814
2021-08-21,Libya,6810732.835953459
2021-08-21,LNG,122912317.92343903
2021-08-21,Morocco,16109270.62794209
2021-08-21,Norway,240484810.34727773
2021-08-21,Russia,371380563.61310947
2021-08-21,United Kingdom,12723955.813127274
2021-08-22,Algeria,63551312.19468869
2021-08-22,Azerbaijan,26394602.096100897
2021-08-22,Libya,6806843.147704058
2021-08-22,LNG,112012130.27799982
2021-08-22,Morocco,17118361.666222576
2021-08-22,Norway,240725322.19557685
2021-08-22,Russia,372787178.6126654
2021-08-22,United Kingdom,11767905.631050715
2021-08-23,Algeria,62580293.010036424
2021-08-23,Azerbaijan,26350612.13251621
2021-08-23,Libya,8748193.445243804
2021-08-23,LNG,127608028.96349587
2021-08-23,Morocco,17274481.30384581
2021-08-23,Norway,240984313.4772182
2021-08-23,Russia,394669804.8672173
2021-08-23,United Kingdom,13807822.515321076
2021-08-24,Algeria,57061179.94493294
2021-08-24,Azerbaijan,26404221.60049738
2021-08-24,Libya,8755362.554400923
2021-08-24,LNG,172377895.40811795
2021-08-24,Morocco,16911580.779820587
2021-08-24,Norway,231144852.90203393
2021-08-24,Russia,409473333.42215115
2021-08-24,United Kingdom,14589474.09183764
2021-08-25,Algeria,56190964.91695532
2021-08-25,Azerbaijan,29155930.45563549
2021-08-25,Libya,8290345.146105338
2021-08-25,LNG,182847061.89714894
2021-08-25,Morocco,17692178.879118927
2021-08-25,Norway,238454297.9394262
2021-08-25,Russia,411830288.2138733
2021-08-25,United Kingdom,15353955.49338307
2021-08-26,Algeria,58936656.36379785
2021-08-26,Azerbaijan,28709848.832045473
2021-08-26,Libya,6357852.295941025
2021-08-26,LNG,193369750.33306688
2021-08-26,Morocco,17596025.75717204
2021-08-26,Norway,240149692.99227285
2021-08-26,Russia,409979704.353495
