Date,Price,Open,High,Low,Vol.,Change %
"Aug 02, 2021",139.7,139.7,139.7,139.7,0.01K,5.12%
"Jul 30, 2021",132.9,132.9,132.9,132.9,-,0.00%
"Jul 29, 2021",132.9,132.9,132.9,132.9,-,0.00%
"Jul 28, 2021",132.9,132.9,132.9,132.9,-,0.23%
"Jul 27, 2021",132.6,132.6,132.6,132.6,-,0.38%
"Jul 26, 2021",132.1,132.1,132.1,132.1,-,-0.15%
"Jul 23, 2021",132.3,132.3,132.3,132.3,-,0.30%
"Jul 22, 2021",131.9,131.9,131.9,131.9,0.01K,-0.53%
"Jul 21, 2021",132.6,132.6,132.6,132.6,-,0.38%
"Jul 20, 2021",132.1,132.1,132.1,132.1,-,-0.75%
"Jul 19, 2021",133.1,133.5,133.5,133.35,0.03K,0.38%
"Jul 16, 2021",132.6,133,133,132.5,0.16K,0.45%
"Jul 15, 2021",132,132,132,132,-,0.19%
"Jul 14, 2021",131.75,131.75,131.75,131.75,-,0.50%
"Jul 13, 2021",131.1,128,128,128,0.01K,3.51%
"Jul 12, 2021",126.65,126.65,126.65,126.65,0.07K,-0.12%
"Jul 09, 2021",126.8,126.8,126.8,126.8,0.02K,1.04%
"Jul 08, 2021",125.5,125,125.75,124.9,0.10K,0.68%
"Jul 07, 2021",124.65,124.25,124.25,124.25,0.07K,0.69%
"Jul 06, 2021",123.8,123.8,123.8,123.8,0.06K,-2.71%
"Jul 05, 2021",127.25,127.25,127.25,127.25,0.07K,2.95%
"Jul 02, 2021",123.6,122,122.75,122,0.06K,1.10%
"Jul 01, 2021",122.25,124,124,123.75,0.15K,1.24%
"Jun 30, 2021",120.75,115,121,115,0.39K,4.95%
"Jun 29, 2021",115.05,113,115.65,112.9,0.29K,1.68%
"Jun 28, 2021",113.15,113.25,113.25,113.25,0.23K,4.29%
"Jun 25, 2021",108.5,108.5,108.5,108.5,0.01K,0.23%
"Jun 24, 2021",108.25,108.25,108.25,108.25,0.02K,0.23%
"Jun 23, 2021",108,108,108,108,0.01K,0.70%
"Jun 22, 2021",107.25,107.25,107.25,107.25,-,0.23%
"Jun 21, 2021",107,107,107,107,-,-0.70%
"Jun 18, 2021",107.75,107.75,107.75,107.75,-,-0.05%
"Jun 17, 2021",107.8,107.8,107.8,107.8,-,-0.19%
"Jun 16, 2021",108,108,108,108,0.09K,0.00%
"Jun 15, 2021",108,108.5,108.5,108.5,0.01K,-0.92%
"Jun 14, 2021",109,109,109,109,0.01K,-0.91%
"Jun 11, 2021",110,110,110,110,0.01K,0.00%
"Jun 10, 2021",110,109,109,109,0.17K,1.62%
"Jun 09, 2021",108.25,106.25,108,106.25,0.01K,2.36%
"Jun 08, 2021",105.75,105.75,105.75,105.75,0.02K,-0.24%
"Jun 07, 2021",106,104.5,106.1,104.5,0.09K,4.69%
"Jun 04, 2021",101.25,100.65,101.5,100.65,0.11K,0.75%
"Jun 03, 2021",100.5,97.75,101,97.75,0.11K,4.25%
"Jun 02, 2021",96.4,95.5,96.5,95.5,0.11K,0.63%
"Jun 01, 2021",95.8,96,96.5,95.85,0.12K,2.79%
"May 31, 2021",93.2,93.2,93.2,93.2,-,8.69%
"May 28, 2021",85.75,85.75,85.75,85.75,-,0.00%
"May 27, 2021",85.75,85.75,85.75,85.75,-,0.12%
"May 26, 2021",85.65,85.65,85.65,85.65,-,-0.12%
"May 25, 2021",85.75,85.75,85.75,85.75,-,0.29%
"May 24, 2021",85.5,85.5,85.5,85.5,-,0.35%
"May 21, 2021",85.2,85.2,85.2,85.2,-,0.53%
"May 20, 2021",84.75,84.5,84.5,84.5,0.07K,0.89%
"May 19, 2021",84,84,84,84,0.03K,-0.71%
"May 18, 2021",84.6,84.5,84.5,84.5,0.05K,0.12%
"May 17, 2021",84.5,84.5,84.5,84.5,0.12K,-1.05%
"May 14, 2021",85.4,85,85,84.9,0.02K,-0.35%
"May 13, 2021",85.7,85.25,85.25,85.25,0.01K,-0.17%
"May 12, 2021",85.85,85.85,85.85,85.85,0.01K,1.24%
"May 11, 2021",84.8,84,84,84,0.01K,1.19%
"May 10, 2021",83.8,84.45,84.45,83.75,0.08K,1.58%
"May 07, 2021",82.5,81.3,81.3,81.3,0.18K,1.16%
"May 06, 2021",81.55,81.55,81.55,81.55,0.08K,1.87%
"May 05, 2021",80.05,78.6,79.25,78.6,0.15K,1.97%
"May 04, 2021",78.5,78.5,78.6,78.4,0.07K,-0.19%
"May 03, 2021",78.65,78.75,78.75,78.7,0.00K,9.39%
"Apr 30, 2021",71.9,71.9,71.9,71.9,-,0.00%
"Apr 29, 2021",71.9,71.9,71.9,71.9,-,0.21%
"Apr 28, 2021",71.75,71.75,71.75,71.75,-,-0.14%
"Apr 27, 2021",71.85,73.9,73.9,73.9,0.02K,0.21%
"Apr 26, 2021",71.7,71.7,71.7,71.7,-,-0.14%
"Apr 23, 2021",71.8,71.8,71.8,71.8,0.01K,0.00%
"Apr 22, 2021",71.8,72,72,72,0.01K,0.42%
"Apr 21, 2021",71.5,71.5,71.5,71.5,0.03K,0.00%
"Apr 20, 2021",71.5,71.5,71.5,71.5,-,0.00%
"Apr 19, 2021",71.5,71.5,71.5,71.5,0.01K,-0.14%
"Apr 16, 2021",71.6,71,71,71,0.04K,1.99%
"Apr 15, 2021",70.2,70,70,70,0.03K,1.52%
"Apr 14, 2021",69.15,69.15,69.15,69.15,0.06K,0.44%
"Apr 13, 2021",68.85,68.85,68.85,68.85,0.04K,0.73%
"Apr 12, 2021",68.35,68.35,68.35,68.35,0.05K,1.18%
"Apr 09, 2021",67.55,67.5,67.5,67.5,0.10K,0.52%
"Apr 08, 2021",67.2,67.5,67.5,67.5,0.07K,-2.33%
"Apr 07, 2021",68.8,68.8,68.8,68.8,0.07K,-2.13%
"Apr 06, 2021",70.3,70.3,70.3,70.3,0.05K,0.14%
"Apr 05, 2021",70.2,70.2,70.2,70.2,-,0.00%
"Apr 01, 2021",70.2,70.2,70.2,70.2,0.06K,0.21%
"Mar 31, 2021",70.05,69.95,70.1,69.75,0.17K,0.07%
"Mar 30, 2021",70,70.45,70.45,69.8,0.07K,-0.85%
"Mar 29, 2021",70.6,70.6,70.6,70.6,0.11K,3.07%
"Mar 26, 2021",68.5,68.5,68.5,68.5,-,0.00%
"Mar 25, 2021",68.5,68.5,68.5,68.5,-,0.00%
"Mar 24, 2021",68.5,68.5,68.5,68.5,-,0.00%
"Mar 23, 2021",68.5,68.5,68.5,68.5,-,0.00%
"Mar 22, 2021",68.5,68.5,68.5,68.5,0.01K,0.07%
"Mar 19, 2021",68.45,68.5,68.5,68.5,0.03K,0.51%
"Mar 18, 2021",68.1,68.1,68.1,68.1,0.07K,0.81%
"Mar 17, 2021",67.55,66.5,66.5,66.5,0.04K,1.89%
"Mar 16, 2021",66.3,66.4,66.5,66.4,0.00K,-0.08%
"Mar 15, 2021",66.35,66,66.35,66,0.04K,0.45%
"Mar 12, 2021",66.05,65.85,66,65.85,0.05K,0.38%
"Mar 11, 2021",65.8,65.8,65.8,65.8,0.02K,0.00%
"Mar 10, 2021",65.8,66,66.25,66,0.13K,-0.30%
"Mar 09, 2021",66,65.4,66,65.4,0.02K,0.76%
"Mar 08, 2021",65.5,65.5,65.5,65.5,0.03K,0.38%
"Mar 05, 2021",65.25,65.5,65.5,65.25,0.01K,0.08%
"Mar 04, 2021",65.2,66,66,65.7,0.06K,-0.76%
"Mar 03, 2021",65.7,65.9,66.15,65.9,0.14K,-0.68%
"Mar 02, 2021",66.15,65.7,66.3,65.7,0.09K,1.15%
"Mar 01, 2021",65.4,65.95,65.95,65.5,0.04K,-1.13%
"Feb 26, 2021",66.15,66.15,66.15,66.15,-,0.53%
"Feb 25, 2021",65.8,65.85,65.85,65.85,0.00K,0.15%
"Feb 24, 2021",65.7,65,65.7,65,0.00K,-0.30%
"Feb 23, 2021",65.9,65.9,65.9,65.9,-,-0.08%
"Feb 22, 2021",65.95,66,66,66,0.01K,0.00%
"Feb 19, 2021",65.95,66,66,66,0.00K,0.61%
"Feb 18, 2021",65.55,65.55,65.55,65.55,0.01K,0.31%
"Feb 17, 2021",65.35,65.25,65.35,65.25,0.00K,-0.38%
"Feb 16, 2021",65.6,65.25,65.5,65.2,0.03K,0.46%
"Feb 15, 2021",65.3,66.25,66.25,65.2,0.07K,-2.54%
"Feb 12, 2021",67,67.25,67.45,67.2,0.02K,-0.52%
"Feb 11, 2021",67.35,67.5,67.8,66.9,0.08K,-0.96%
"Feb 10, 2021",68,68.15,68.5,68,0.03K,-0.87%
"Feb 09, 2021",68.6,68.1,68.65,68.1,0.09K,0.51%
"Feb 08, 2021",68.25,67,68.25,67,0.21K,2.71%
"Feb 05, 2021",66.45,65.5,66.5,65.5,0.13K,2.23%
"Feb 04, 2021",65,64,64.9,64,0.12K,1.96%
"Feb 03, 2021",63.75,63.6,63.8,63.3,0.18K,-2.52%
"Feb 02, 2021",65.4,65.7,66.5,63.5,0.22K,-0.30%
"Feb 01, 2021",65.6,68,68,65.25,0.07K,-3.24%
"Jan 29, 2021",67.8,67.8,67.8,67.8,0.01K,0.00%
"Jan 28, 2021",67.8,67.6,67.8,67.6,0.03K,0.15%
"Jan 27, 2021",67.7,67.75,67.75,67.75,0.05K,0.07%
"Jan 26, 2021",67.65,67.45,67.6,67.45,0.07K,0.30%
"Jan 25, 2021",67.45,67.4,67.4,67.4,0.01K,-0.07%
"Jan 22, 2021",67.5,67.5,67.5,67.5,0.06K,-0.07%
"Jan 21, 2021",67.55,67.5,67.55,67.5,0.02K,0.07%
