"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 11, 2020","44.35","44.40","44.40","44.40","0.07K","-1.33%"
"Jun 10, 2020","44.95","44.50","44.50","44.50","0.07K","-1.43%"
"Jun 09, 2020","45.60","45.60","45.60","45.30","0.13K","-0.76%"
"Jun 08, 2020","45.95","46.25","46.25","46.25","0.05K","-0.54%"
"Jun 05, 2020","46.20","46.20","46.20","46.20","0.03K","1.09%"
"Jun 04, 2020","45.70","45.70","45.70","45.70","0.01K","-1.93%"
"Jun 03, 2020","46.60","46.30","46.30","46.30","0.08K","-0.32%"
"Jun 02, 2020","46.75","46.00","47.00","46.00","0.28K","4.24%"
"Jun 01, 2020","44.85","42.00","44.50","42.00","0.05K","16.49%"
"May 29, 2020","38.50","38.50","38.50","38.50","-","-0.77%"
"May 28, 2020","38.80","38.80","38.80","38.80","-","0.26%"
"May 27, 2020","38.70","38.70","38.70","38.70","-","0.26%"
"May 26, 2020","38.60","38.60","38.60","38.60","-","-0.39%"
"May 25, 2020","38.75","38.75","38.75","38.75","-","0.26%"
"May 22, 2020","38.65","38.65","38.65","38.55","0.02K","-0.26%"
"May 21, 2020","38.75","38.75","38.75","38.75","-","-0.13%"
"May 20, 2020","38.80","38.85","38.85","38.65","0.02K","-0.13%"
"May 19, 2020","38.85","38.85","38.85","38.85","-","0.00%"
"May 18, 2020","38.85","38.75","38.95","38.75","0.02K","0.26%"
"May 15, 2020","38.75","38.75","38.75","38.55","0.01K","-0.90%"
"May 14, 2020","39.10","39.10","39.10","39.10","-","-0.64%"
"May 13, 2020","39.35","39.35","39.35","39.35","-","-0.88%"
"May 12, 2020","39.70","39.70","39.70","39.70","0.01K","-0.50%"
"May 11, 2020","39.90","39.90","39.90","39.90","-","-0.25%"
"May 08, 2020","40.00","40.00","40.00","40.00","-","-0.50%"
"May 07, 2020","40.20","40.20","40.20","40.20","0.04K","0.50%"
"May 06, 2020","40.00","40.15","40.15","40.15","0.01K","1.01%"
"May 05, 2020","39.60","39.60","39.60","39.60","0.07K","1.54%"
"May 04, 2020","39.00","39.00","39.00","39.00","0.00K","-1.27%"
"May 01, 2020","39.50","39.50","39.50","39.50","-","-0.88%"
"Apr 30, 2020","39.85","39.85","39.85","39.85","0.02K","2.18%"
"Apr 29, 2020","39.00","39.00","39.00","39.00","0.02K","1.43%"
"Apr 28, 2020","38.45","38.45","38.45","38.45","0.02K","-1.66%"
"Apr 27, 2020","39.10","40.00","40.00","39.05","0.09K","-13.21%"
"Apr 24, 2020","45.05","45.05","45.05","45.05","-","0.33%"
"Apr 23, 2020","44.90","44.90","44.90","44.90","0.00K","-0.55%"
"Apr 22, 2020","45.15","45.15","45.15","45.15","-","-0.66%"
"Apr 21, 2020","45.45","45.45","45.45","45.45","-","-0.22%"
"Apr 20, 2020","45.55","45.55","45.55","45.55","0.02K","0.33%"
"Apr 17, 2020","45.40","45.75","45.75","45.60","0.01K","-0.22%"
"Apr 16, 2020","45.50","45.50","45.50","45.50","0.03K","0.44%"
"Apr 15, 2020","45.30","45.30","45.30","45.30","0.03K","-0.98%"
"Apr 14, 2020","45.75","45.75","45.75","45.75","0.04K","-2.03%"
"Apr 13, 2020","46.70","46.70","46.70","46.70","-","-0.21%"
"Apr 09, 2020","46.80","46.85","46.85","46.85","0.02K","0.43%"
"Apr 08, 2020","46.60","46.60","46.60","46.60","0.02K","-0.96%"
"Apr 07, 2020","47.05","46.50","46.50","46.50","0.06K","1.62%"
"Apr 06, 2020","46.30","46.10","46.10","46.10","0.08K","0.43%"
"Apr 03, 2020","46.10","46.95","46.95","46.90","0.12K","-2.85%"
"Apr 02, 2020","47.45","47.85","47.85","47.40","0.05K","-1.35%"
"Apr 01, 2020","48.10","48.10","48.10","48.00","0.52K","-2.43%"
"Mar 31, 2020","49.30","51.00","51.00","49.90","0.14K","-2.86%"
"Mar 30, 2020","50.75","51.80","51.80","50.75","0.22K","5.51%"
"Mar 27, 2020","48.10","48.10","48.10","48.10","-","0.31%"
"Mar 26, 2020","47.95","47.95","47.95","47.95","-","-0.62%"
"Mar 25, 2020","48.25","47.90","47.90","47.90","0.01K","1.26%"
"Mar 24, 2020","47.65","47.70","47.85","47.70","0.01K","0.53%"
"Mar 23, 2020","47.40","47.40","47.40","47.40","0.00K","-0.21%"
"Mar 20, 2020","47.50","47.40","47.45","47.40","0.15K","1.28%"
"Mar 19, 2020","46.90","46.50","46.50","46.50","0.00K","-1.88%"
"Mar 18, 2020","47.80","47.80","47.80","47.80","-","1.49%"
"Mar 17, 2020","47.10","47.10","47.10","47.10","0.02K","1.29%"
"Mar 16, 2020","46.50","46.50","46.50","46.50","0.02K","-0.11%"
"Mar 13, 2020","46.55","46.55","46.55","46.55","0.02K","1.64%"
"Mar 12, 2020","45.80","46.30","46.30","46.30","0.02K","-1.51%"
"Mar 11, 2020","46.50","46.50","46.50","46.50","-","0.22%"
"Mar 10, 2020","46.40","46.40","46.40","46.40","-","0.00%"
"Mar 09, 2020","46.40","46.50","46.50","46.25","0.04K","-2.11%"
"Mar 06, 2020","47.40","47.10","47.25","47.10","0.06K","-0.84%"
"Mar 05, 2020","47.80","47.60","47.60","47.40","0.11K","1.06%"
"Mar 04, 2020","47.30","46.75","47.20","46.75","0.07K","0.75%"
"Mar 03, 2020","46.95","47.95","47.65","47.00","0.03K","0.21%"
"Mar 02, 2020","46.85","46.85","46.85","46.85","0.07K","-1.99%"
"Feb 28, 2020","47.80","47.80","47.80","47.80","-","-0.21%"
"Feb 27, 2020","47.90","47.90","47.90","47.90","-","-0.21%"
"Feb 26, 2020","48.00","48.00","48.00","48.00","-","-0.31%"
"Feb 25, 2020","48.15","48.15","48.15","48.15","-","0.31%"
"Feb 24, 2020","48.00","48.00","48.00","48.00","-","-0.62%"
"Feb 21, 2020","48.30","48.30","48.30","48.30","-","-0.21%"
"Feb 20, 2020","48.40","48.45","48.45","48.45","0.04K","-1.83%"
"Feb 19, 2020","49.30","49.30","49.30","49.30","-","-0.80%"
"Feb 18, 2020","49.70","49.70","49.70","49.70","0.00K","-1.68%"
"Feb 17, 2020","50.55","50.40","50.40","50.40","0.03K","0.50%"
"Feb 14, 2020","50.30","50.25","50.30","50.25","0.01K","0.80%"
"Feb 13, 2020","49.90","49.70","50.00","49.70","0.03K","2.36%"
"Feb 12, 2020","48.75","48.50","48.75","48.50","0.03K","1.56%"
"Feb 11, 2020","48.00","48.00","48.00","48.00","-","1.05%"
"Feb 10, 2020","47.50","47.80","47.80","47.80","0.03K","-1.45%"
"Feb 07, 2020","48.20","48.65","48.65","48.15","0.19K","-1.43%"
"Feb 06, 2020","48.90","48.75","48.75","48.75","0.10K","-1.11%"
"Feb 05, 2020","49.45","49.25","50.05","49.25","0.24K","1.12%"
"Feb 04, 2020","48.90","48.00","48.20","48.00","0.09K","2.52%"
"Feb 03, 2020","47.70","47.80","47.80","47.40","0.06K","-5.26%"
"Jan 31, 2020","50.35","50.35","50.35","50.35","-","-0.20%"
"Jan 30, 2020","50.45","50.45","50.45","50.45","-","0.60%"
"Jan 29, 2020","50.15","50.15","50.15","50.15","0.01K","-0.40%"
"Jan 28, 2020","50.35","50.40","50.40","50.40","0.02K","0.00%"
"Jan 27, 2020","50.35","50.35","50.35","50.35","0.01K","0.20%"
"Jan 24, 2020","50.25","50.25","50.25","50.25","0.00K","-0.30%"
"Jan 23, 2020","50.40","50.40","50.40","50.40","0.01K","0.30%"
"Jan 22, 2020","50.25","50.35","50.35","50.35","0.02K","-0.69%"
"Jan 21, 2020","50.60","50.60","50.60","50.60","0.13K","1.71%"
"Jan 20, 2020","49.75","49.75","49.75","49.75","0.04K","-1.49%"
"Jan 17, 2020","50.50","50.50","50.50","50.50","0.05K","-0.98%"
"Jan 16, 2020","51.00","51.25","51.25","51.00","0.06K","-1.54%"
"Jan 15, 2020","51.80","52.00","52.00","51.90","0.06K","-0.77%"
"Jan 14, 2020","52.20","52.50","52.50","52.50","0.16K","-2.43%"
"Jan 13, 2020","53.50","53.20","53.40","53.20","0.09K","1.13%"
"Jan 10, 2020","52.90","52.65","53.20","52.65","0.15K","0.38%"
"Jan 09, 2020","52.70","52.50","52.75","52.50","0.20K","0.38%"
"Jan 08, 2020","52.50","52.50","52.50","52.50","0.11K","-0.10%"
"Jan 07, 2020","52.55","52.25","52.30","52.25","0.16K","-0.19%"
"Jan 06, 2020","52.65","52.65","52.65","52.65","0.11K","-0.19%"
"Jan 03, 2020","52.75","52.75","52.75","52.50","0.12K","1.25%"
"Jan 02, 2020","52.10","52.10","52.10","52.10","0.20K","-1.70%"
"Dec 31, 2019","53.00","53.50","53.50","53.15","0.04K","0.47%"
"Dec 30, 2019","52.75","52.65","52.65","52.65","0.12K","-1.40%"
"Dec 27, 2019","53.50","53.50","53.50","53.50","-","0.56%"
"Dec 26, 2019","53.20","53.20","53.20","53.20","-","0.00%"
"Dec 24, 2019","53.20","53.20","53.20","53.20","-","-0.37%"
"Dec 23, 2019","53.40","52.75","52.75","52.75","0.00K","-0.09%"
"Dec 20, 2019","53.45","53.45","53.45","53.45","-","0.19%"
"Dec 19, 2019","53.35","53.35","53.35","53.35","0.01K","-0.28%"
"Dec 18, 2019","53.50","53.50","53.50","53.50","-","0.00%"
"Dec 17, 2019","53.50","53.50","53.50","53.50","0.00K","0.00%"
"Dec 16, 2019","53.50","53.50","53.50","53.50","0.01K","-0.19%"
"Dec 13, 2019","53.60","53.70","53.70","53.70","0.01K","-0.74%"
"Dec 12, 2019","54.00","53.75","53.80","53.60","0.02K","0.93%"
"Dec 11, 2019","53.50","53.50","53.50","53.50","0.01K","-0.19%"
"Dec 10, 2019","53.60","53.50","53.50","53.40","0.00K","-1.11%"
"Dec 09, 2019","54.20","53.80","53.80","53.80","0.05K","-0.28%"
"Dec 06, 2019","54.35","54.70","54.70","54.30","0.01K","-1.54%"
"Dec 05, 2019","55.20","55.70","55.70","55.20","0.01K","-1.43%"
"Dec 04, 2019","56.00","56.10","56.20","56.10","0.01K","-0.71%"
"Dec 03, 2019","56.40","56.75","56.75","56.40","0.01K","-1.57%"
"Dec 02, 2019","57.30","57.25","57.25","57.15","0.03K","1.60%"
"Nov 29, 2019","56.40","56.40","56.40","56.40","-","0.53%"
"Nov 28, 2019","56.10","56.10","56.10","56.10","-","0.45%"
"Nov 27, 2019","55.85","55.85","55.85","55.85","-","-0.53%"
"Nov 26, 2019","56.15","56.15","56.15","56.15","-","0.45%"
"Nov 25, 2019","55.90","55.90","55.90","55.90","-","-0.09%"
"Nov 22, 2019","55.95","55.95","55.95","55.95","-","-0.18%"
"Nov 21, 2019","56.05","56.00","56.00","56.00","0.01K","0.99%"
"Nov 20, 2019","55.50","55.50","55.50","55.50","0.01K","0.27%"
"Nov 19, 2019","55.35","55.35","55.35","55.35","-","1.00%"
"Nov 18, 2019","54.80","54.75","54.75","54.75","0.00K","-1.88%"
"Nov 15, 2019","55.85","55.85","55.85","55.85","-","0.18%"
"Nov 14, 2019","55.75","55.30","55.30","55.30","0.00K","0.81%"
"Nov 13, 2019","55.30","55.30","55.30","55.30","0.04K","0.00%"
"Nov 12, 2019","55.30","55.35","55.35","55.35","0.00K","0.18%"
"Nov 11, 2019","55.20","55.45","55.45","55.30","0.05K","-1.08%"
"Nov 08, 2019","55.80","55.80","55.80","55.80","0.01K","-0.71%"
"Nov 07, 2019","56.20","56.10","56.15","56.00","0.05K","0.18%"
"Nov 06, 2019","56.10","56.10","56.10","56.10","0.05K","-1.41%"
"Nov 05, 2019","56.90","56.90","56.90","56.90","0.05K","0.26%"
"Nov 04, 2019","56.75","56.25","56.80","56.25","0.09K","-0.35%"
"Nov 01, 2019","56.95","56.95","56.95","56.95","-","0.98%"
"Oct 31, 2019","56.40","56.25","56.50","55.80","0.18K","0.36%"
"Oct 30, 2019","56.20","57.25","57.25","56.15","0.10K","-0.88%"
"Oct 29, 2019","56.70","56.50","56.60","56.40","0.07K","0.53%"
"Oct 28, 2019","56.40","56.40","56.40","56.00","0.21K","-6.23%"
"Oct 25, 2019","60.15","60.15","60.15","60.15","-","0.42%"
"Oct 24, 2019","59.90","59.90","59.90","59.90","-","-0.42%"
"Oct 23, 2019","60.15","60.15","60.15","60.15","-","0.00%"
"Oct 22, 2019","60.15","60.15","60.15","60.15","-","0.08%"
"Oct 21, 2019","60.10","60.10","60.10","60.10","-","0.17%"
"Oct 18, 2019","60.00","60.00","60.00","60.00","0.00K","-0.17%"
"Oct 17, 2019","60.10","60.10","60.10","60.10","-","-0.25%"
"Oct 16, 2019","60.25","60.25","60.25","60.25","-","-0.30%"
"Oct 15, 2019","60.43","61.00","61.00","60.50","0.03K","-0.80%"
"Oct 14, 2019","60.92","60.75","60.75","60.70","0.02K","0.28%"
"Oct 11, 2019","60.75","61.00","61.00","60.50","0.06K","0.08%"
"Oct 10, 2019","60.70","60.70","60.70","60.70","0.16K","-0.08%"
"Oct 09, 2019","60.75","61.50","61.50","61.00","0.11K","-0.90%"
"Oct 08, 2019","61.30","60.25","61.20","60.25","0.28K","1.74%"
"Oct 07, 2019","60.25","60.25","60.25","60.25","0.03K","1.01%"
"Oct 04, 2019","59.65","59.65","59.65","59.65","0.03K","0.76%"
"Oct 03, 2019","59.20","59.50","59.50","59.50","0.04K","-0.34%"
"Oct 02, 2019","59.40","59.80","59.80","59.80","0.08K","-1.00%"
"Oct 01, 2019","60.00","59.25","60.00","59.25","0.23K","-1.48%"
"Sep 30, 2019","60.90","59.80","60.50","59.50","0.16K","0.83%"
"Sep 27, 2019","60.40","60.40","60.40","60.40","-","-0.82%"
"Sep 26, 2019","60.90","60.90","60.90","60.90","-","1.08%"
"Sep 25, 2019","60.25","60.25","60.25","60.25","-","-1.23%"
"Sep 24, 2019","61.00","61.00","61.00","61.00","-","0.16%"
"Sep 23, 2019","60.90","60.90","60.90","60.90","-","-0.57%"
"Sep 20, 2019","61.25","61.25","61.25","61.25","-","0.57%"
"Sep 19, 2019","60.90","60.90","60.90","60.90","-","-0.25%"
"Sep 18, 2019","61.05","61.05","61.05","61.05","-","-0.81%"
"Sep 17, 2019","61.55","61.55","61.55","61.55","-","-0.32%"
"Sep 16, 2019","61.75","61.75","61.75","61.75","0.00K","1.31%"
"Sep 13, 2019","60.95","61.25","61.25","61.25","0.00K","0.33%"
"Sep 12, 2019","60.75","60.75","60.75","60.75","-","0.50%"
"Sep 11, 2019","60.45","60.30","60.30","60.30","0.01K","-0.33%"
"Sep 10, 2019","60.65","60.00","60.00","60.00","0.01K","3.85%"
"Sep 09, 2019","58.40","58.20","58.20","58.20","0.02K","1.30%"
"Sep 06, 2019","57.65","57.50","57.50","57.50","0.01K","0.44%"
"Sep 05, 2019","57.40","57.20","57.20","57.20","0.02K","1.15%"
"Sep 04, 2019","56.75","57.10","57.35","56.80","0.04K","-0.35%"
"Sep 03, 2019","56.95","55.40","57.00","55.40","0.09K","2.98%"
"Sep 02, 2019","55.30","53.95","55.40","53.75","0.04K","0.55%"
"Aug 30, 2019","55.00","55.00","55.00","55.00","-","0.55%"
"Aug 29, 2019","54.70","54.70","54.70","54.70","-","-0.18%"
"Aug 28, 2019","54.80","54.80","54.80","54.80","-","-0.27%"
"Aug 27, 2019","54.95","54.95","54.95","54.95","-","0.09%"
"Aug 26, 2019","54.90","54.90","54.90","54.90","-","0.00%"
"Aug 23, 2019","54.90","54.90","54.90","54.90","-","-0.36%"
"Aug 22, 2019","55.10","55.10","55.10","55.10","-","-0.45%"
"Aug 21, 2019","55.35","55.35","55.35","55.35","-","-0.54%"
"Aug 20, 2019","55.65","55.65","55.65","55.65","-","-0.27%"
"Aug 19, 2019","55.80","55.80","55.80","55.80","-","-0.18%"
"Aug 16, 2019","55.90","55.90","55.90","55.90","-","-0.18%"
"Aug 15, 2019","56.00","56.00","56.00","56.00","0.10K","-0.18%"
"Aug 14, 2019","56.10","56.10","56.10","56.10","0.04K","-0.53%"
"Aug 13, 2019","56.40","56.40","56.40","56.40","-","0.18%"
"Aug 12, 2019","56.30","56.30","56.30","56.30","-","0.09%"
"Aug 09, 2019","56.25","56.25","56.25","56.25","0.01K","-0.44%"
"Aug 08, 2019","56.50","56.50","56.50","56.50","0.12K","0.62%"
"Aug 07, 2019","56.15","56.00","56.00","56.00","0.06K","0.09%"
"Aug 06, 2019","56.10","56.70","56.75","55.75","0.11K","-1.67%"
"Aug 05, 2019","57.05","57.50","57.50","57.00","0.03K","-1.89%"
"Aug 02, 2019","58.15","58.15","58.50","58.00","0.05K","-0.68%"
"Aug 01, 2019","58.55","58.00","58.30","58.00","0.06K","1.12%"
"Jul 31, 2019","57.90","58.25","58.70","57.80","0.05K","0.00%"
"Jul 30, 2019","57.90","57.80","58.00","57.60","0.04K","-0.17%"
"Jul 29, 2019","58.00","59.50","59.50","58.00","0.08K","-0.17%"
"Jul 26, 2019","58.10","58.10","58.10","58.10","-","0.00%"
"Jul 25, 2019","58.10","58.10","58.10","58.10","-","0.00%"
"Jul 24, 2019","58.10","58.10","58.10","58.10","0.01K","0.00%"
"Jul 23, 2019","58.10","58.10","58.10","58.10","0.05K","0.00%"
"Jul 22, 2019","58.10","58.15","58.15","58.15","0.02K","0.17%"
"Jul 19, 2019","58.00","58.00","58.00","58.00","0.07K","0.61%"
"Jul 18, 2019","57.65","57.65","57.65","57.65","0.05K","-0.26%"
"Jul 17, 2019","57.80","57.80","57.80","57.80","-","0.87%"
"Jul 16, 2019","57.30","57.30","57.30","57.30","0.01K","-0.78%"
"Jul 15, 2019","57.75","57.75","57.75","57.75","0.04K","-0.17%"
"Jul 12, 2019","57.85","58.10","58.10","57.60","0.10K","-1.11%"
"Jul 11, 2019","58.50","58.50","58.50","58.50","0.01K","0.69%"
"Jul 10, 2019","58.10","56.25","58.50","56.25","0.05K","3.01%"
"Jul 09, 2019","56.40","56.30","56.60","56.30","0.15K","-1.14%"
"Jul 08, 2019","57.05","57.00","57.55","56.60","0.10K","1.33%"
"Jul 05, 2019","56.30","55.00","56.20","55.00","0.12K","1.81%"
"Jul 04, 2019","55.30","52.90","54.00","52.90","0.04K","4.73%"
"Jul 03, 2019","52.80","52.00","52.75","52.00","0.20K","2.62%"
"Jul 02, 2019","51.45","51.60","51.85","51.25","0.41K","1.78%"
"Jul 01, 2019","50.55","50.75","50.90","50.40","0.19K","3.48%"
"Jun 28, 2019","48.85","48.85","48.85","48.85","-","-0.10%"
"Jun 27, 2019","48.90","48.90","48.90","48.90","-","0.00%"
"Jun 26, 2019","48.90","48.90","48.90","48.90","-","-0.10%"
"Jun 25, 2019","48.95","48.95","48.95","48.95","-","0.00%"
"Jun 24, 2019","48.95","48.95","48.95","48.95","-","-0.10%"
"Jun 21, 2019","49.00","49.00","49.00","49.00","-","0.10%"
"Jun 20, 2019","48.95","48.95","48.95","48.95","-","0.51%"
"Jun 19, 2019","48.70","48.70","48.70","48.70","-","0.10%"
"Jun 18, 2019","48.65","48.65","48.65","48.65","0.00K","-1.42%"
"Jun 17, 2019","49.35","50.00","50.00","49.00","0.00K","-1.30%"
"Jun 14, 2019","50.00","50.00","50.00","50.00","-","-0.50%"
"Jun 13, 2019","50.25","50.25","50.25","50.25","0.01K","-0.50%"
"Jun 12, 2019","50.50","50.50","50.50","50.50","0.01K","-1.08%"
"Jun 11, 2019","51.05","51.75","51.75","51.00","0.01K","-3.68%"
"Jun 10, 2019","53.00","53.00","53.00","53.00","0.01K","1.24%"
"Jun 07, 2019","52.35","52.00","52.40","52.00","0.03K","0.96%"
"Jun 06, 2019","51.85","51.00","51.10","51.00","0.04K","0.48%"
"Jun 05, 2019","51.60","52.00","52.00","51.60","0.13K","-1.34%"
"Jun 04, 2019","52.30","51.95","51.95","51.45","0.14K","1.45%"
"Jun 03, 2019","51.55","51.75","51.90","51.40","0.18K","-9.24%"
"May 31, 2019","56.80","56.80","56.80","56.80","-","0.00%"
"May 30, 2019","56.80","56.80","56.80","56.80","-","-0.18%"
"May 29, 2019","56.90","56.90","56.90","56.90","-","-0.26%"
"May 28, 2019","57.05","57.05","57.05","57.05","-","-0.78%"
"May 27, 2019","57.50","57.50","57.50","57.50","-","0.00%"
"May 24, 2019","57.50","57.75","57.75","57.75","0.00K","-0.52%"
"May 23, 2019","57.80","57.75","57.75","57.75","0.12K","-0.34%"
"May 22, 2019","58.00","58.00","58.00","57.90","0.01K","-0.34%"
"May 21, 2019","58.20","58.20","58.20","58.20","-","-0.17%"
"May 20, 2019","58.30","58.30","58.30","58.30","-","-0.17%"
"May 17, 2019","58.40","58.35","58.35","58.35","0.01K","-0.17%"
"May 16, 2019","58.50","58.50","58.50","58.50","-","-0.76%"
"May 15, 2019","58.95","58.60","58.60","58.60","0.01K","-0.51%"
"May 14, 2019","59.25","59.25","59.25","59.25","0.02K","0.94%"
"May 13, 2019","58.70","58.75","58.75","58.50","0.03K","-0.76%"
"May 10, 2019","59.15","59.00","59.00","59.00","0.00K","-0.34%"
"May 09, 2019","59.35","59.65","59.65","59.30","0.01K","-1.82%"
"May 08, 2019","60.45","60.25","60.40","60.00","0.06K","1.43%"
"May 07, 2019","59.60","60.00","60.00","60.00","0.06K","-1.49%"
"May 06, 2019","60.50","60.50","60.50","60.50","-","-0.66%"
"May 03, 2019","60.90","60.90","60.90","60.90","0.01K","2.96%"
"May 02, 2019","59.15","59.00","59.00","59.00","0.01K","1.37%"
"May 01, 2019","58.35","58.75","59.00","57.90","0.03K","-1.19%"
"Apr 30, 2019","59.05","58.50","59.20","58.25","0.16K","0.34%"
"Apr 29, 2019","58.85","59.50","59.55","58.90","0.07K","-0.25%"
"Apr 26, 2019","59.00","59.00","59.00","59.00","-","-0.59%"
"Apr 25, 2019","59.35","59.35","59.35","59.35","-","0.00%"
"Apr 24, 2019","59.35","59.35","59.35","59.35","-","-0.50%"
"Apr 23, 2019","59.65","59.65","59.65","59.65","-","0.42%"
"Apr 22, 2019","59.40","59.40","59.40","59.40","-","0.00%"
"Apr 18, 2019","59.40","59.40","59.40","59.40","-","-0.34%"
"Apr 17, 2019","59.60","59.60","59.60","59.60","-","0.00%"
"Apr 16, 2019","59.60","59.60","59.60","59.60","0.00K","0.34%"
"Apr 15, 2019","59.40","59.40","59.40","59.40","0.05K","-1.25%"
"Apr 12, 2019","60.15","60.15","60.15","60.15","0.09K","0.59%"
"Apr 11, 2019","59.80","59.80","59.80","59.80","0.02K","0.00%"
"Apr 10, 2019","59.80","60.00","60.00","59.00","0.02K","1.27%"
"Apr 09, 2019","59.05","59.05","59.05","59.05","0.01K","0.60%"
"Apr 08, 2019","58.70","58.70","58.70","58.70","0.02K","4.36%"
"Apr 05, 2019","56.25","56.25","56.25","56.25","0.02K","0.36%"
"Apr 04, 2019","56.05","55.00","55.25","55.00","0.10K","2.28%"
"Apr 03, 2019","54.80","56.00","56.00","54.00","0.25K","-2.84%"
"Apr 02, 2019","56.40","56.00","56.75","56.00","0.11K","-4.00%"
"Apr 01, 2019","58.75","61.00","61.00","58.50","0.03K","-16.55%"
"Mar 29, 2019","70.40","70.40","70.40","70.40","-","-0.07%"
"Mar 28, 2019","70.45","70.45","70.45","70.45","-","-0.21%"
"Mar 27, 2019","70.60","70.60","70.60","70.60","-","-0.14%"
"Mar 26, 2019","70.70","70.70","70.70","70.70","-","0.00%"
"Mar 25, 2019","70.70","70.70","70.70","70.70","-","-0.21%"
"Mar 22, 2019","70.85","70.85","70.85","70.85","-","-0.14%"
"Mar 21, 2019","70.95","70.95","70.95","70.95","-","-0.35%"
"Mar 20, 2019","71.20","71.10","71.10","70.95","0.02K","-0.07%"
"Mar 19, 2019","71.25","71.25","71.25","71.25","-","-0.28%"
"Mar 18, 2019","71.45","71.15","71.50","71.15","0.04K","0.07%"
"Mar 15, 2019","71.40","71.40","71.40","71.40","-","-0.76%"
"Mar 14, 2019","71.95","71.95","71.95","71.95","0.02K","0.21%"
"Mar 13, 2019","71.80","71.50","71.50","71.50","0.03K","-1.17%"
"Mar 12, 2019","72.65","72.65","72.65","72.65","0.07K","0.48%"
"Mar 11, 2019","72.30","72.75","72.75","72.55","0.11K","-0.07%"
"Mar 08, 2019","72.35","72.80","72.80","72.35","0.06K","-1.09%"
"Mar 07, 2019","73.15","73.00","73.15","73.00","0.02K","-0.41%"
"Mar 06, 2019","73.45","74.50","74.50","73.50","0.04K","-1.41%"
"Mar 05, 2019","74.50","74.50","74.50","74.50","0.01K","-0.80%"
"Mar 04, 2019","75.10","75.10","75.10","75.10","0.04K","0.67%"
"Mar 01, 2019","74.60","74.90","74.90","74.75","0.04K","-0.60%"
"Feb 28, 2019","75.05","75.05","75.05","75.05","0.07K","0.00%"
"Feb 27, 2019","75.05","74.50","75.10","74.40","0.07K","1.35%"
"Feb 26, 2019","74.05","75.00","75.00","74.00","0.06K","1.09%"
"Feb 25, 2019","73.25","72.75","73.25","72.75","0.08K","-1.15%"
"Feb 22, 2019","74.10","74.10","74.10","74.10","-","-0.20%"
"Feb 21, 2019","74.25","74.25","74.25","74.25","-","-0.13%"
"Feb 20, 2019","74.35","74.35","74.35","74.35","-","0.41%"
"Feb 19, 2019","74.05","74.00","74.00","74.00","0.00K","-0.07%"
"Feb 18, 2019","74.10","74.10","74.10","74.10","0.01K","0.00%"
"Feb 15, 2019","74.10","74.00","74.00","73.90","-","0.47%"
"Feb 14, 2019","73.75","73.90","74.00","73.80","0.03K","-0.47%"
"Feb 13, 2019","74.10","73.60","73.90","73.60","0.06K","1.30%"
"Feb 12, 2019","73.15","73.30","73.30","73.10","0.05K","-0.61%"
"Feb 11, 2019","73.60","73.70","73.70","73.55","0.09K","-0.67%"
"Feb 08, 2019","74.10","74.10","74.10","74.10","0.02K","-1.46%"
"Feb 07, 2019","75.20","75.45","75.45","75.45","0.08K","-1.12%"
"Feb 06, 2019","76.05","75.60","75.60","75.60","0.02K","0.46%"
"Feb 05, 2019","75.70","75.85","76.60","75.50","0.18K","-0.79%"
"Feb 04, 2019","76.30","76.00","76.10","75.60","0.14K","-1.86%"
"Feb 01, 2019","77.75","78.75","78.75","77.75","0.17K","-1.64%"
"Jan 31, 2019","79.05","78.90","79.35","78.50","0.60K","-1.00%"
"Jan 30, 2019","79.85","80.00","80.00","79.75","0.12K","0.13%"
"Jan 29, 2019","79.75","78.60","79.20","78.30","0.08K","0.95%"
"Jan 28, 2019","79.00","79.85","79.85","78.80","0.10K","-3.07%"
"Jan 25, 2019","81.50","81.50","81.50","81.50","-","-0.43%"
"Jan 24, 2019","81.85","81.85","81.85","81.85","-","-0.12%"
"Jan 23, 2019","81.95","81.95","81.95","81.95","0.00K","-0.06%"
"Jan 22, 2019","82.00","82.00","82.00","82.00","0.01K","-0.36%"
"Jan 21, 2019","82.30","82.30","82.30","82.30","0.00K","-1.08%"
"Jan 18, 2019","83.20","83.35","83.35","83.35","0.02K","-0.24%"
"Jan 17, 2019","83.40","83.40","83.40","83.40","0.03K","0.54%"
"Jan 16, 2019","82.95","82.50","83.05","82.50","0.08K","0.55%"
"Jan 15, 2019","82.50","82.25","82.40","82.25","0.13K","0.61%"
"Jan 14, 2019","82.00","82.00","82.05","82.00","0.09K","-0.67%"
"Jan 11, 2019","82.55","82.50","82.50","82.50","0.09K","0.49%"
"Jan 10, 2019","82.15","82.00","82.00","82.00","0.13K","0.12%"
"Jan 09, 2019","82.05","82.10","82.10","82.10","0.26K","0.00%"
"Jan 08, 2019","82.05","82.05","82.05","82.05","0.20K","0.67%"
"Jan 07, 2019","81.50","83.00","83.00","81.90","0.18K","-2.34%"
"Jan 04, 2019","83.45","83.35","83.50","83.35","0.37K","-0.36%"
"Jan 03, 2019","83.75","84.00","84.00","83.50","0.34K","-1.99%"
"Jan 02, 2019","85.45","85.45","85.45","85.45","0.28K","-1.44%"
