country,commodity,date,predicted_price
Japan,lng,2022-05-01T00:00:00Z,580.0669412564193
Japan,lng,2022-06-01T00:00:00Z,640.959465890716
Japan,lng,2022-07-01T00:00:00Z,733.9134114909957
Japan,lng,2022-08-01T00:00:00Z,842.7333117925323
Japan,lng,2022-09-01T00:00:00Z,838.5809882262487
Japan,lng,2022-10-01T00:00:00Z,705.4831655362857
Japan,lng,2022-11-01T00:00:00Z,639.8379594980194
Japan,lng,2022-12-01T00:00:00Z,703.3372413212353
Japan,natural_gas,2022-02-01T00:00:00Z,669.7225265636379
Japan,natural_gas,2022-03-01T00:00:00Z,801.0557600023717
Japan,natural_gas,2022-04-01T00:00:00Z,737.6722223341189
Japan,natural_gas,2022-05-01T00:00:00Z,670.8810358318583
Japan,natural_gas,2022-06-01T00:00:00Z,738.2445425630071
Japan,natural_gas,2022-07-01T00:00:00Z,768.4618067279937
Japan,natural_gas,2022-08-01T00:00:00Z,806.220370351148
Japan,natural_gas,2022-09-01T00:00:00Z,779.3237457015837
Japan,natural_gas,2022-10-01T00:00:00Z,702.7586893222497
Japan,natural_gas,2022-11-01T00:00:00Z,652.5180615808315
Japan,natural_gas,2022-12-01T00:00:00Z,670.6278364145032
Singapore,oil_products,2022-02-01T00:00:00Z,529.1118619261499
Singapore,oil_products,2022-03-01T00:00:00Z,589.1371946478527
Singapore,oil_products,2022-04-01T00:00:00Z,650.3813643569207
Singapore,oil_products,2022-05-01T00:00:00Z,649.14273720506
Singapore,oil_products,2022-06-01T00:00:00Z,729.7064685237558
Singapore,oil_products,2022-07-01T00:00:00Z,713.689136432161
Singapore,oil_products,2022-08-01T00:00:00Z,675.1891741081492
Singapore,oil_products,2022-09-01T00:00:00Z,636.713981089985
Singapore,oil_products,2022-10-01T00:00:00Z,591.7508865358927
Singapore,oil_products,2022-11-01T00:00:00Z,577.1261149390546
Singapore,oil_products,2022-12-01T00:00:00Z,531.8648433491553
South Korea,coal,2022-02-01T00:00:00Z,155.01355734826083
South Korea,coal,2022-03-01T00:00:00Z,206.89093195549208
South Korea,coal,2022-04-01T00:00:00Z,187.1449917053851
South Korea,coal,2022-05-01T00:00:00Z,221.74105478423073
South Korea,coal,2022-06-01T00:00:00Z,224.75759473700492
South Korea,coal,2022-07-01T00:00:00Z,231.08494097531218
South Korea,coal,2022-08-01T00:00:00Z,228.61987220172003
South Korea,coal,2022-09-01T00:00:00Z,241.9213306895692
South Korea,coal,2022-10-01T00:00:00Z,220.82691392037538
South Korea,coal,2022-11-01T00:00:00Z,200.2309486563544
South Korea,coal,2022-12-01T00:00:00Z,222.68695308314028
South Korea,crude_oil,2022-02-01T00:00:00Z,612.0349919075925
South Korea,crude_oil,2022-03-01T00:00:00Z,653.06533609199
South Korea,crude_oil,2022-04-01T00:00:00Z,653.06533609199
South Korea,crude_oil,2022-05-01T00:00:00Z,653.06533609199
South Korea,crude_oil,2022-06-01T00:00:00Z,653.06533609199
South Korea,crude_oil,2022-07-01T00:00:00Z,653.06533609199
South Korea,crude_oil,2022-08-01T00:00:00Z,653.06533609199
South Korea,crude_oil,2022-09-01T00:00:00Z,653.06533609199
South Korea,crude_oil,2022-10-01T00:00:00Z,640.5529457114935
South Korea,crude_oil,2022-11-01T00:00:00Z,633.2680596582155
South Korea,crude_oil,2022-12-01T00:00:00Z,588.2034858537472
South Korea,lng,2022-02-01T00:00:00Z,628.6334904450116
South Korea,lng,2022-03-01T00:00:00Z,757.4655990946353
South Korea,lng,2022-04-01T00:00:00Z,715.8305151720579
South Korea,lng,2022-05-01T00:00:00Z,536.8575390962383
South Korea,lng,2022-06-01T00:00:00Z,619.2543317925362
South Korea,lng,2022-07-01T00:00:00Z,702.6570473289969
South Korea,lng,2022-08-01T00:00:00Z,806.9122596336163
South Korea,lng,2022-09-01T00:00:00Z,831.028537536653
South Korea,lng,2022-10-01T00:00:00Z,694.8186591723049
South Korea,lng,2022-11-01T00:00:00Z,609.41990692021
South Korea,lng,2022-12-01T00:00:00Z,703.9467420252176
South Korea,oil_products,2022-02-01T00:00:00Z,761.6961999630905
South Korea,oil_products,2022-03-01T00:00:00Z,838.309304925089
South Korea,oil_products,2022-04-01T00:00:00Z,893.5032166357021
South Korea,oil_products,2022-05-01T00:00:00Z,931.3728553505005
South Korea,oil_products,2022-06-01T00:00:00Z,1013.4669482478979
South Korea,oil_products,2022-07-01T00:00:00Z,1002.1643191602966
South Korea,oil_products,2022-08-01T00:00:00Z,964.2381995910974
South Korea,oil_products,2022-09-01T00:00:00Z,930.5482511980326
South Korea,oil_products,2022-10-01T00:00:00Z,876.2828211047599
South Korea,oil_products,2022-11-01T00:00:00Z,835.1095419413559
South Korea,oil_products,2022-12-01T00:00:00Z,753.3821931983339
Turkey,coal,2022-02-01T00:00:00Z,156.28465221740845
Turkey,coal,2022-03-01T00:00:00Z,252.66581456207246
Turkey,coal,2022-04-01T00:00:00Z,225.8725808735215
Turkey,coal,2022-05-01T00:00:00Z,234.28827052559248
Turkey,coal,2022-06-01T00:00:00Z,247.68481215475342
Turkey,coal,2022-07-01T00:00:00Z,267.45797805389304
Turkey,coal,2022-08-01T00:00:00Z,257.31354598395416
Turkey,coal,2022-09-01T00:00:00Z,251.02784583560882
Turkey,coal,2022-10-01T00:00:00Z,209.65463904688016
Turkey,coal,2022-11-01T00:00:00Z,175.45487866607294
Turkey,coal,2022-12-01T00:00:00Z,192.18989360730095
Turkey,oil_products,2022-02-01T00:00:00Z,768.9212455277307
Turkey,oil_products,2022-03-01T00:00:00Z,829.8121851096597
Turkey,oil_products,2022-04-01T00:00:00Z,988.510095231123
Turkey,oil_products,2022-05-01T00:00:00Z,980.2562594517926
Turkey,oil_products,2022-06-01T00:00:00Z,1013.4669482478979
Turkey,oil_products,2022-07-01T00:00:00Z,1013.4669482478979
Turkey,oil_products,2022-08-01T00:00:00Z,1013.4669482478979
Turkey,oil_products,2022-09-01T00:00:00Z,1013.4669482478979
Turkey,oil_products,2022-10-01T00:00:00Z,932.5969076669962
Turkey,oil_products,2022-11-01T00:00:00Z,895.4425823865303
Turkey,oil_products,2022-12-01T00:00:00Z,820.2473734924229
Ukraine,coal,2022-02-01T00:00:00Z,157.0563432445745
Ukraine,coal,2022-03-01T00:00:00Z,219.9945235617812
Ukraine,coal,2022-04-01T00:00:00Z,201.4968129640361
Ukraine,coal,2022-05-01T00:00:00Z,212.6469878102637
Ukraine,coal,2022-06-01T00:00:00Z,220.60630168113863
