date,destination_region,commodity_group,Pricecap: 2021H1 - EU imports + EU/GB/NO ships,Pricecap: 2021H1 - EU imports only,Pricecap: SRMC - EU imports + EU/GB/NO ships,Pricecap: SRMC - EU imports only,Without price cap,unit
2022-01-25,South Korea,coal,6843636.240010074,6843636.240010074,6843636.240010074,6843636.240010074,6843636.240010074,EUR
2022-01-25,Turkey,gas,26029078.687246677,26029078.687246677,26029078.687246677,26029078.687246677,26029078.687246677,EUR
2022-01-25,Turkey,oil,3183470.548748559,3183470.548748559,3183470.548748559,3183470.548748559,3183470.548748559,EUR
2022-01-25,United Kingdom,gas,13583.768507817333,13583.768507817333,13583.768507817333,13583.768507817333,13583.768507817333,EUR
2022-01-25,United Kingdom,oil,20244243.222032383,20244243.222032383,20244243.222032383,20244243.222032383,20244243.222032383,EUR
2022-01-25,United States,oil,1498052.6614557134,1498052.6614557134,1498052.6614557134,1498052.6614557134,1498052.6614557134,EUR
2022-01-26,China,gas,9002618.745750453,9002618.745750453,9002618.745750453,9002618.745750453,9002618.745750453,EUR
2022-01-26,China,oil,254150589.29518306,254150589.29518306,254150589.29518306,254150589.29518306,254150589.29518306,EUR
2022-01-26,EU,coal,19904022.33915108,19904022.33915108,19904022.33915108,19904022.33915108,19904022.33915108,EUR
2022-01-26,EU,gas,216913732.89030436,216913732.89030436,216913732.89030436,216913732.89030436,216913732.89030436,EUR
2022-01-26,EU,oil,307868591.1453365,307868591.1453365,307868591.1453365,307868591.1453365,307868591.1453365,EUR
2022-01-26,Others,coal,26543987.33197996,26543987.33197996,26543987.33197996,26543987.33197996,26543987.33197996,EUR
2022-01-26,Others,gas,888162.7011458382,888162.7011458382,888162.7011458382,888162.7011458382,888162.7011458382,EUR
2022-01-26,South Korea,coal,8075238.404916231,8075238.404916231,8075238.404916231,8075238.404916231,8075238.404916231,EUR
2022-01-26,Turkey,gas,25919803.450467557,25919803.450467557,25919803.450467557,25919803.450467557,25919803.450467557,EUR
2022-01-26,Turkey,oil,8165172.153757563,8165172.153757563,8165172.153757563,8165172.153757563,8165172.153757563,EUR
2022-01-26,United Kingdom,gas,2575.3011079531434,2575.3011079531434,2575.3011079531434,2575.3011079531434,2575.3011079531434,EUR
2022-01-27,China,coal,5424575.6936932085,5424575.6936932085,5424575.6936932085,5424575.6936932085,5424575.6936932085,EUR
2022-01-27,China,gas,8932017.65877681,8932017.65877681,8932017.65877681,8932017.65877681,8932017.65877681,EUR
2022-01-27,China,oil,134645261.36342978,134645261.36342978,134645261.36342978,134645261.36342978,134645261.36342978,EUR
2022-01-27,EU,coal,24028105.242928665,24028105.242928665,24028105.242928665,24028105.242928665,24028105.242928665,EUR
2022-01-27,EU,gas,213742016.45128435,213742016.45128435,213742016.45128435,213742016.45128435,213742016.45128435,EUR
2022-01-27,EU,oil,248123125.99182957,248123125.99182957,248123125.99182957,248123125.99182957,248123125.99182957,EUR
2022-01-27,India,oil,50001645.67442768,50001645.67442768,50001645.67442768,50001645.67442768,50001645.67442768,EUR
2022-01-27,Others,gas,2202036.6942322827,2202036.6942322827,2202036.6942322827,2202036.6942322827,2202036.6942322827,EUR
2022-01-27,Others,oil,694975.3102613429,694975.3102613429,694975.3102613429,694975.3102613429,694975.3102613429,EUR
2022-01-27,Turkey,coal,4421938.615989448,4421938.615989448,4421938.615989448,4421938.615989448,4421938.615989448,EUR
2022-01-27,Turkey,gas,25815615.65929801,25815615.65929801,25815615.65929801,25815615.65929801,25815615.65929801,EUR
2022-01-27,Turkey,oil,92975376.00021355,92975376.00021355,92975376.00021355,92975376.00021355,92975376.00021355,EUR
2022-01-27,United States,oil,2808364.6468726024,2808364.6468726024,2808364.6468726024,2808364.6468726024,2808364.6468726024,EUR
2022-01-28,China,coal,5078824.235264735,5078824.235264735,5078824.235264735,5078824.235264735,5078824.235264735,EUR
2022-01-28,China,gas,8901792.90800707,8901792.90800707,8901792.90800707,8901792.90800707,8901792.90800707,EUR
2022-01-28,China,oil,76692905.97779709,76692905.97779709,76692905.97779709,76692905.97779709,76692905.97779709,EUR
2022-01-28,EU,coal,2223305.0991425575,2223305.0991425575,2223305.0991425575,2223305.0991425575,2223305.0991425575,EUR
2022-01-28,EU,gas,205950777.19489035,205950777.19489035,205950777.19489035,205950777.19489035,205950777.19489035,EUR
2022-01-28,EU,oil,249126732.00684124,249126732.00684124,249126732.00684124,249126732.00684124,249126732.00684124,EUR
2022-01-28,Others,coal,8033004.107800376,8033004.107800376,8033004.107800376,8033004.107800376,8033004.107800376,EUR
2022-01-28,Others,gas,3792132.4866370014,3792132.4866370014,3792132.4866370014,3792132.4866370014,3792132.4866370014,EUR
2022-01-28,Others,oil,19025845.90409261,19025845.90409261,19025845.90409261,19025845.90409261,19025845.90409261,EUR
2022-01-28,Turkey,coal,5729804.105832378,5729804.105832378,5729804.105832378,5729804.105832378,5729804.105832378,EUR
2022-01-28,Turkey,gas,25777767.681782868,25777767.681782868,25777767.681782868,25777767.681782868,25777767.681782868,EUR
2022-01-28,Turkey,oil,45199765.98347272,45199765.98347272,45199765.98347272,45199765.98347272,45199765.98347272,EUR
2022-01-28,United Kingdom,oil,23401435.270591784,23401435.270591784,23401435.270591784,23401435.270591784,23401435.270591784,EUR
2022-01-29,China,coal,3681962.0345363542,3681962.0345363542,3681962.0345363542,3681962.0345363542,3681962.0345363542,EUR
2022-01-29,China,gas,8851902.596469088,8851902.596469088,8851902.596469088,8851902.596469088,8851902.596469088,EUR
2022-01-29,China,oil,205014579.29514512,205014579.29514512,205014579.29514512,205014579.29514512,205014579.29514512,EUR
2022-01-29,EU,coal,16372769.483048439,16372769.483048439,16372769.483048439,16372769.483048439,16372769.483048439,EUR
2022-01-29,EU,gas,209661073.4115856,209661073.4115856,209661073.4115856,209661073.4115856,209661073.4115856,EUR
2022-01-29,EU,oil,122004096.45770554,122004096.45770554,122004096.45770554,122004096.45770554,122004096.45770554,EUR
2022-01-29,India,coal,12145964.98771596,12145964.98771596,12145964.98771596,12145964.98771596,12145964.98771596,EUR
2022-01-29,Others,coal,27951603.841773406,27951603.841773406,27951603.841773406,27951603.841773406,27951603.841773406,EUR
2022-01-29,Others,gas,4748002.980609857,4748002.980609857,4748002.980609857,4748002.980609857,4748002.980609857,EUR
2022-01-29,Others,oil,27422027.070606485,27422027.070606485,27422027.070606485,27422027.070606485,27422027.070606485,EUR
2022-01-29,South Korea,coal,6732219.947672287,6732219.947672287,6732219.947672287,6732219.947672287,6732219.947672287,EUR
2022-01-29,Turkey,coal,1682618.2248726515,1682618.2248726515,1682618.2248726515,1682618.2248726515,1682618.2248726515,EUR
2022-01-29,Turkey,gas,25789078.967797507,25789078.967797507,25789078.967797507,25789078.967797507,25789078.967797507,EUR
2022-01-29,Turkey,oil,1247570.051858485,1247570.051858485,1247570.051858485,1247570.051858485,1247570.051858485,EUR
2022-01-29,United Kingdom,oil,7717629.872964807,7717629.872964807,7717629.872964807,7717629.872964807,7717629.872964807,EUR
2022-01-30,China,coal,6757438.302500572,6757438.302500572,6757438.302500572,6757438.302500572,6757438.302500572,EUR
2022-01-30,China,gas,8800191.117758514,8800191.117758514,8800191.117758514,8800191.117758514,8800191.117758514,EUR
2022-01-30,China,oil,77408488.45821248,77408488.45821248,77408488.45821248,77408488.45821248,77408488.45821248,EUR
2022-01-30,EU,coal,5111022.852824969,5111022.852824969,5111022.852824969,5111022.852824969,5111022.852824969,EUR
2022-01-30,EU,gas,197508799.94964957,197508799.94964957,197508799.94964957,197508799.94964957,197508799.94964957,EUR
2022-01-30,EU,oil,131301545.04970312,131301545.04970312,131301545.04970312,131301545.04970312,131301545.04970312,EUR
2022-01-30,India,coal,8741829.40044999,8741829.40044999,8741829.40044999,8741829.40044999,8741829.40044999,EUR
2022-01-30,Others,coal,14454086.198308349,14454086.198308349,14454086.198308349,14454086.198308349,14454086.198308349,EUR
2022-01-30,Others,gas,5749681.4109688625,5749681.4109688625,5749681.4109688625,5749681.4109688625,5749681.4109688625,EUR
2022-01-30,Others,oil,107825793.10094789,107825793.10094789,107825793.10094789,107825793.10094789,107825793.10094789,EUR
2022-01-30,Turkey,gas,25895092.617584422,25895092.617584422,25895092.617584422,25895092.617584422,25895092.617584422,EUR
2022-01-30,Turkey,oil,29773169.649520367,29773169.649520367,29773169.649520367,29773169.649520367,29773169.649520367,EUR
2022-01-31,China,gas,8747790.869212143,8747790.869212143,8747790.869212143,8747790.869212143,8747790.869212143,EUR
2022-01-31,China,oil,77788764.69904196,77788764.69904196,77788764.69904196,77788764.69904196,77788764.69904196,EUR
2022-01-31,EU,coal,3222592.154078159,3222592.154078159,3222592.154078159,3222592.154078159,3222592.154078159,EUR
2022-01-31,EU,gas,211215763.9280153,211215763.9280153,211215763.9280153,211215763.9280153,211215763.9280153,EUR
2022-01-31,EU,oil,377074019.1616492,377074019.1616492,377074019.1616492,377074019.1616492,377074019.1616492,EUR
2022-01-31,India,oil,24862862.06821786,24862862.06821786,24862862.06821786,24862862.06821786,24862862.06821786,EUR
2022-01-31,Others,coal,31114784.918396268,31114784.918396268,31114784.918396268,31114784.918396268,31114784.918396268,EUR
2022-01-31,Others,gas,3549178.716837738,3549178.716837738,3549178.716837738,3549178.716837738,3549178.716837738,EUR
2022-01-31,Others,oil,55673346.77380217,55673346.77380217,55673346.77380217,55673346.77380217,55673346.77380217,EUR
2022-01-31,Turkey,gas,25958191.588626884,25958191.588626884,25958191.588626884,25958191.588626884,25958191.588626884,EUR
2022-02-01,China,coal,16670563.024495892,16670563.024495892,16670563.024495892,16670563.024495892,16670563.024495892,EUR
2022-02-01,China,gas,8702334.993396705,8702334.993396705,8702334.993396705,8702334.993396705,8702334.993396705,EUR
2022-02-01,China,oil,256815066.61890334,256815066.61890334,256815066.61890334,256815066.61890334,256815066.61890334,EUR
2022-02-01,EU,coal,25628489.36688037,25628489.36688037,25628489.36688037,25628489.36688037,25628489.36688037,EUR
2022-02-01,EU,gas,343208109.78405106,343208109.78405106,343208109.78405106,343208109.78405106,343208109.78405106,EUR
2022-02-01,EU,oil,345174376.751543,345174376.751543,345174376.751543,345174376.751543,345174376.751543,EUR
2022-02-01,Others,coal,25015711.80238084,25015711.80238084,25015711.80238084,25015711.80238084,25015711.80238084,EUR
2022-02-01,Others,gas,52575333.83630609,52575333.83630609,52575333.83630609,52575333.83630609,52575333.83630609,EUR
2022-02-01,Turkey,gas,25842453.44374948,25842453.44374948,25842453.44374948,25842453.44374948,25842453.44374948,EUR
2022-02-01,Turkey,oil,92018447.81603543,92018447.81603543,92018447.81603543,92018447.81603543,92018447.81603543,EUR
2022-02-02,China,gas,8676759.253387747,8676759.253387747,8676759.253387747,8676759.253387747,8676759.253387747,EUR
2022-02-02,China,oil,69281166.82618473,69281166.82618473,69281166.82618473,69281166.82618473,69281166.82618473,EUR
2022-02-02,EU,coal,27852953.89896985,27852953.89896985,27852953.89896985,27852953.89896985,27852953.89896985,EUR
2022-02-02,EU,gas,307696760.07247275,307696760.07247275,307696760.07247275,307696760.07247275,307696760.07247275,EUR
2022-02-02,EU,oil,288576219.7732995,288576219.7732995,288576219.7732995,288576219.7732995,288576219.7732995,EUR
2022-02-02,Others,coal,39159765.1693815,39159765.1693815,39159765.1693815,39159765.1693815,39159765.1693815,EUR
2022-02-02,Others,gas,7807480.455751175,7807480.455751175,7807480.455751175,7807480.455751175,7807480.455751175,EUR
2022-02-02,South Korea,coal,837506.050399323,837506.050399323,837506.050399323,837506.050399323,837506.050399323,EUR
2022-02-02,Turkey,gas,25813519.87858818,25813519.87858818,25813519.87858818,25813519.87858818,25813519.87858818,EUR
2022-02-02,Turkey,oil,7719371.473869698,7719371.473869698,7719371.473869698,7719371.473869698,7719371.473869698,EUR
2022-02-03,China,coal,13370897.835369434,13370897.835369434,13370897.835369434,13370897.835369434,13370897.835369434,EUR
2022-02-03,China,gas,8645940.35793785,8645940.35793785,8645940.35793785,8645940.35793785,8645940.35793785,EUR
2022-02-03,China,oil,69605951.73819835,69605951.73819835,69605951.73819835,69605951.73819835,69605951.73819835,EUR
2022-02-03,EU,coal,25917850.764669694,25917850.764669694,25917850.764669694,25917850.764669694,25917850.764669694,EUR
2022-02-03,EU,gas,222083493.48341832,222083493.48341832,222083493.48341832,222083493.48341832,222083493.48341832,EUR
2022-02-03,EU,oil,202157143.61795965,202157143.61795965,202157143.61795965,202157143.61795965,202157143.61795965,EUR
2022-02-03,Others,coal,12566624.904332396,12566624.904332396,12566624.904332396,12566624.904332396,12566624.904332396,EUR
2022-02-03,Others,gas,7219819.303677374,7219819.303677374,7219819.303677374,7219819.303677374,7219819.303677374,EUR
2022-02-03,South Korea,coal,3210701.0013839705,3210701.0013839705,3210701.0013839705,3210701.0013839705,3210701.0013839705,EUR
2022-02-03,Turkey,gas,25752139.84378959,25752139.84378959,25752139.84378959,25752139.84378959,25752139.84378959,EUR
2022-02-03,Turkey,oil,1371677.802888655,1371677.802888655,1371677.802888655,1371677.802888655,1371677.802888655,EUR
2022-02-04,China,coal,5067568.915738251,5067568.915738251,5067568.915738251,5067568.915738251,5067568.915738251,EUR
2022-02-04,China,gas,8615445.683200732,8615445.683200732,8615445.683200732,8615445.683200732,8615445.683200732,EUR
2022-02-04,China,oil,98093678.35355529,98093678.35355529,98093678.35355529,98093678.35355529,98093678.35355529,EUR
2022-02-04,EU,coal,13413930.722247716,13413930.722247716,13413930.722247716,13413930.722247716,13413930.722247716,EUR
2022-02-04,EU,gas,201154774.28500688,201154774.28500688,201154774.28500688,201154774.28500688,201154774.28500688,EUR
2022-02-04,EU,oil,323530562.117208,323530562.117208,323530562.117208,323530562.117208,323530562.117208,EUR
2022-02-04,India,coal,12487126.933479097,12487126.933479097,12487126.933479097,12487126.933479097,12487126.933479097,EUR
2022-02-04,Others,coal,11304958.130209818,11304958.130209818,11304958.130209818,11304958.130209818,11304958.130209818,EUR
2022-02-04,Others,gas,11524001.613716036,11524001.613716036,11524001.613716036,11524001.613716036,11524001.613716036,EUR
2022-02-04,Others,oil,20944773.1194268,20944773.1194268,20944773.1194268,20944773.1194268,20944773.1194268,EUR
2022-02-04,Turkey,gas,25687973.055483095,25687973.055483095,25687973.055483095,25687973.055483095,25687973.055483095,EUR
2022-02-04,Turkey,oil,4140971.5972354542,4140971.5972354542,4140971.5972354542,4140971.5972354542,4140971.5972354542,EUR
2022-02-05,China,coal,6407804.888130592,6407804.888130592,6407804.888130592,6407804.888130592,6407804.888130592,EUR
2022-02-05,China,gas,8593523.0986903,8593523.0986903,8593523.0986903,8593523.0986903,8593523.0986903,EUR
2022-02-05,China,oil,159420724.8632263,159420724.8632263,159420724.8632263,159420724.8632263,159420724.8632263,EUR
2022-02-05,EU,coal,6636721.008080764,6636721.008080764,6636721.008080764,6636721.008080764,6636721.008080764,EUR
2022-02-05,EU,gas,198115729.67442024,198115729.67442024,198115729.67442024,198115729.67442024,198115729.67442024,EUR
2022-02-05,EU,oil,452299232.31497663,452299232.31497663,452299232.31497663,452299232.31497663,452299232.31497663,EUR
2022-02-05,Others,coal,25205424.208479255,25205424.208479255,25205424.208479255,25205424.208479255,25205424.208479255,EUR
2022-02-05,Others,gas,13914556.979755634,13914556.979755634,13914556.979755634,13914556.979755634,13914556.979755634,EUR
2022-02-05,Others,oil,62870165.30946731,62870165.30946731,62870165.30946731,62870165.30946731,62870165.30946731,EUR
2022-02-05,Turkey,coal,6824905.292192361,6824905.292192361,6824905.292192361,6824905.292192361,6824905.292192361,EUR
2022-02-05,Turkey,gas,25598132.845194288,25598132.845194288,25598132.845194288,25598132.845194288,25598132.845194288,EUR
2022-02-05,Turkey,oil,3361416.1108188424,3361416.1108188424,3361416.1108188424,3361416.1108188424,3361416.1108188424,EUR
2022-02-05,United Kingdom,coal,9939554.69183045,9939554.69183045,9939554.69183045,9939554.69183045,9939554.69183045,EUR
2022-02-05,United Kingdom,oil,23368152.39302991,23368152.39302991,23368152.39302991,23368152.39302991,23368152.39302991,EUR
2022-02-05,United States,oil,8028073.507751163,8028073.507751163,8028073.507751163,8028073.507751163,8028073.507751163,EUR
2022-02-06,China,coal,9909585.926139988,9909585.926139988,9909585.926139988,9909585.926139988,9909585.926139988,EUR
2022-02-06,China,gas,8556470.990537107,8556470.990537107,8556470.990537107,8556470.990537107,8556470.990537107,EUR
2022-02-06,China,oil,70659638.33597948,70659638.33597948,70659638.33597948,70659638.33597948,70659638.33597948,EUR
2022-02-06,EU,coal,6518191.667090295,6518191.667090295,6518191.667090295,6518191.667090295,6518191.667090295,EUR
2022-02-06,EU,gas,208272010.03810874,208272010.03810874,208272010.03810874,208272010.03810874,208272010.03810874,EUR
2022-02-06,EU,oil,392316397.7332885,392316397.7332885,392316397.7332885,392316397.7332885,392316397.7332885,EUR
2022-02-06,Others,coal,8627175.277642095,8627175.277642095,8627175.277642095,8627175.277642095,8627175.277642095,EUR
2022-02-06,Others,gas,14669238.039152348,14669238.039152348,14669238.039152348,14669238.039152348,14669238.039152348,EUR
2022-02-06,South Korea,coal,18264719.827391054,18264719.827391054,18264719.827391054,18264719.827391054,18264719.827391054,EUR
2022-02-06,Turkey,gas,25551929.433318485,25551929.433318485,25551929.433318485,25551929.433318485,25551929.433318485,EUR
2022-02-06,Turkey,oil,62928878.24574905,62928878.24574905,62928878.24574905,62928878.24574905,62928878.24574905,EUR
2022-02-06,United Kingdom,oil,29833570.93630133,29833570.93630133,29833570.93630133,29833570.93630133,29833570.93630133,EUR
2022-02-06,United States,oil,20975125.770873837,20975125.770873837,20975125.770873837,20975125.770873837,20975125.770873837,EUR
2022-02-07,China,gas,8523217.79499976,8523217.79499976,8523217.79499976,8523217.79499976,8523217.79499976,EUR
2022-02-07,China,oil,71013375.9435461,71013375.9435461,71013375.9435461,71013375.9435461,71013375.9435461,EUR
2022-02-07,EU,coal,22310269.0476251,22310269.0476251,22310269.0476251,22310269.0476251,22310269.0476251,EUR
2022-02-07,EU,gas,209072265.4386925,209072265.4386925,209072265.4386925,209072265.4386925,209072265.4386925,EUR
2022-02-07,EU,oil,114587882.18867327,114587882.18867327,114587882.18867327,114587882.18867327,114587882.18867327,EUR
2022-02-07,Others,coal,3191594.530450658,3191594.530450658,3191594.530450658,3191594.530450658,3191594.530450658,EUR
2022-02-07,Others,gas,12336412.543404814,12336412.543404814,12336412.543404814,12336412.543404814,12336412.543404814,EUR
2022-02-07,Others,oil,41967548.08237399,41967548.08237399,41967548.08237399,41967548.08237399,41967548.08237399,EUR
2022-02-07,South Korea,coal,6423765.2384961,6423765.2384961,6423765.2384961,6423765.2384961,6423765.2384961,EUR
2022-02-07,Turkey,coal,755828.1403808891,755828.1403808891,755828.1403808891,755828.1403808891,755828.1403808891,EUR
2022-02-07,Turkey,gas,25489312.679684117,25489312.679684117,25489312.679684117,25489312.679684117,25489312.679684117,EUR
2022-02-07,Turkey,oil,79445869.33551349,79445869.33551349,79445869.33551349,79445869.33551349,79445869.33551349,EUR
2022-02-07,United Kingdom,oil,28998849.75836162,28998849.75836162,28998849.75836162,28998849.75836162,28998849.75836162,EUR
2022-02-07,United States,oil,33996762.98771115,33996762.98771115,33996762.98771115,33996762.98771115,33996762.98771115,EUR
2022-02-08,China,coal,9403996.075298171,9403996.075298171,9403996.075298171,9403996.075298171,9403996.075298171,EUR
2022-02-08,China,gas,8493622.320229774,8493622.320229774,8493622.320229774,8493622.320229774,8493622.320229774,EUR
2022-02-08,China,oil,71355505.29790927,71355505.29790927,71355505.29790927,71355505.29790927,71355505.29790927,EUR
2022-02-08,EU,coal,12316149.080390053,12316149.080390053,12316149.080390053,12316149.080390053,12316149.080390053,EUR
2022-02-08,EU,gas,296505822.5594266,296505822.5594266,296505822.5594266,296505822.5594266,296505822.5594266,EUR
2022-02-08,EU,oil,162918988.45428342,162918988.45428342,162918988.45428342,162918988.45428342,162918988.45428342,EUR
2022-02-08,Others,coal,28494250.249528464,28494250.249528464,28494250.249528464,28494250.249528464,28494250.249528464,EUR
2022-02-08,Others,gas,9450461.903799105,9450461.903799105,9450461.903799105,9450461.903799105,9450461.903799105,EUR
2022-02-08,Others,oil,21423108.569257174,21423108.569257174,21423108.569257174,21423108.569257174,21423108.569257174,EUR
2022-02-08,Turkey,coal,4167056.1722674696,4167056.1722674696,4167056.1722674696,4167056.1722674696,4167056.1722674696,EUR
2022-02-08,Turkey,gas,25415197.966815785,25415197.966815785,25415197.966815785,25415197.966815785,25415197.966815785,EUR
2022-02-09,China,coal,3889660.098771719,3889660.098771719,3889660.098771719,3889660.098771719,3889660.098771719,EUR
2022-02-09,China,gas,8464404.083393417,8464404.083393417,8464404.083393417,8464404.083393417,8464404.083393417,EUR
2022-02-09,China,oil,138725098.92083132,138725098.92083132,138725098.92083132,138725098.92083132,138725098.92083132,EUR
2022-02-09,EU,coal,15519897.891542567,15519897.891542567,15519897.891542567,15519897.891542567,15519897.891542567,EUR
2022-02-09,EU,gas,204006490.15357766,204006490.15357766,204006490.15357766,204006490.15357766,204006490.15357766,EUR
2022-02-09,EU,oil,143836230.24702647,143836230.24702647,143836230.24702647,143836230.24702647,143836230.24702647,EUR
2022-02-09,India,coal,12870740.89395495,12870740.89395495,12870740.89395495,12870740.89395495,12870740.89395495,EUR
2022-02-09,Others,coal,15996112.810006233,15996112.810006233,15996112.810006233,15996112.810006233,15996112.810006233,EUR
2022-02-09,Others,gas,9274079.099259209,9274079.099259209,9274079.099259209,9274079.099259209,9274079.099259209,EUR
2022-02-09,Others,oil,69151641.53176226,69151641.53176226,69151641.53176226,69151641.53176226,69151641.53176226,EUR
2022-02-09,Turkey,gas,25344814.69434829,25344814.69434829,25344814.69434829,25344814.69434829,25344814.69434829,EUR
2022-02-09,Turkey,oil,28428555.59683786,28428555.59683786,28428555.59683786,28428555.59683786,28428555.59683786,EUR
2022-02-10,China,gas,8423578.486027889,8423578.486027889,8423578.486027889,8423578.486027889,8423578.486027889,EUR
2022-02-10,China,oil,123981786.08787914,123981786.08787914,123981786.08787914,123981786.08787914,123981786.08787914,EUR
2022-02-10,EU,coal,16476015.315347234,16476015.315347234,16476015.315347234,16476015.315347234,16476015.315347234,EUR
2022-02-10,EU,gas,283551056.22168565,283551056.22168565,283551056.22168565,283551056.22168565,283551056.22168565,EUR
2022-02-10,EU,oil,286358597.68945974,286358597.68945974,286358597.68945974,286358597.68945974,286358597.68945974,EUR
2022-02-10,Others,gas,15560145.549874995,15560145.549874995,15560145.549874995,15560145.549874995,15560145.549874995,EUR
2022-02-10,South Korea,coal,3298522.314593152,3298522.314593152,3298522.314593152,3298522.314593152,3298522.314593152,EUR
2022-02-10,South Korea,oil,61036180.8397756,61036180.8397756,61036180.8397756,61036180.8397756,61036180.8397756,EUR
2022-02-10,Turkey,gas,25305666.88018733,25305666.88018733,25305666.88018733,25305666.88018733,25305666.88018733,EUR
2022-02-10,Turkey,oil,4192435.4909142936,4192435.4909142936,4192435.4909142936,4192435.4909142936,4192435.4909142936,EUR
2022-02-11,China,coal,5462801.247063327,5462801.247063327,5462801.247063327,5462801.247063327,5462801.247063327,EUR
2022-02-11,China,gas,8369304.965281042,8369304.965281042,8369304.965281042,8369304.965281042,8369304.965281042,EUR
2022-02-11,China,oil,72252502.05527787,72252502.05527787,72252502.05527787,72252502.05527787,72252502.05527787,EUR
2022-02-11,EU,coal,8244782.8940435415,8244782.8940435415,8244782.8940435415,8244782.8940435415,8244782.8940435415,EUR
2022-02-11,EU,gas,189726645.9277105,189726645.9277105,189726645.9277105,189726645.9277105,189726645.9277105,EUR
2022-02-11,EU,oil,456641328.50082004,456641328.50082004,456641328.50082004,456641328.50082004,456641328.50082004,EUR
2022-02-11,Others,coal,7154598.072729472,7154598.072729472,7154598.072729472,7154598.072729472,7154598.072729472,EUR
2022-02-11,Others,gas,6664568.505705919,6664568.505705919,6664568.505705919,6664568.505705919,6664568.505705919,EUR
2022-02-11,Others,oil,90081840.75903726,90081840.75903726,90081840.75903726,90081840.75903726,90081840.75903726,EUR
2022-02-11,South Korea,oil,178679066.4997694,178679066.4997694,178679066.4997694,178679066.4997694,178679066.4997694,EUR
2022-02-11,Turkey,gas,25300530.737560697,25300530.737560697,25300530.737560697,25300530.737560697,25300530.737560697,EUR
2022-02-11,Turkey,oil,7306702.847517014,7306702.847517014,7306702.847517014,7306702.847517014,7306702.847517014,EUR
2022-02-11,United Kingdom,oil,48804871.5440616,48804871.5440616,48804871.5440616,48804871.5440616,48804871.5440616,EUR
2022-02-12,China,gas,8338155.794907405,8338155.794907405,8338155.794907405,8338155.794907405,8338155.794907405,EUR
2022-02-12,China,oil,72544582.80198526,72544582.80198526,72544582.80198526,72544582.80198526,72544582.80198526,EUR
2022-02-12,EU,coal,2940966.169204112,2940966.169204112,2940966.169204112,2940966.169204112,2940966.169204112,EUR
2022-02-12,EU,gas,188314666.9871866,188314666.9871866,188314666.9871866,188314666.9871866,188314666.9871866,EUR
2022-02-12,EU,oil,384628509.2022749,384628509.2022749,384628509.2022749,384628509.2022749,384628509.2022749,EUR
2022-02-12,Others,coal,34333264.58857554,34333264.58857554,34333264.58857554,34333264.58857554,34333264.58857554,EUR
2022-02-12,Others,gas,6928577.55583313,6928577.55583313,6928577.55583313,6928577.55583313,6928577.55583313,EUR
2022-02-12,Others,oil,56174641.63559155,56174641.63559155,56174641.63559155,56174641.63559155,56174641.63559155,EUR
2022-02-12,South Korea,coal,9292465.257143535,9292465.257143535,9292465.257143535,9292465.257143535,9292465.257143535,EUR
2022-02-12,Turkey,gas,25242441.39095881,25242441.39095881,25242441.39095881,25242441.39095881,25242441.39095881,EUR
2022-02-12,Turkey,oil,4830778.439488951,4830778.439488951,4830778.439488951,4830778.439488951,4830778.439488951,EUR
2022-02-12,United Kingdom,oil,11239033.62078157,11239033.62078157,11239033.62078157,11239033.62078157,11239033.62078157,EUR
2022-02-12,United States,oil,35260297.82086129,35260297.82086129,35260297.82086129,35260297.82086129,35260297.82086129,EUR
2022-02-13,China,gas,8305779.348778968,8305779.348778968,8305779.348778968,8305779.348778968,8305779.348778968,EUR
2022-02-13,China,oil,72824362.62398794,72824362.62398794,72824362.62398794,72824362.62398794,72824362.62398794,EUR
2022-02-13,EU,coal,22407869.065308087,22407869.065308087,22407869.065308087,22407869.065308087,22407869.065308087,EUR
2022-02-13,EU,gas,283779864.70947576,283779864.70947576,283779864.70947576,283779864.70947576,283779864.70947576,EUR
2022-02-13,EU,oil,405309098.18138224,405309098.18138224,405309098.18138224,405309098.18138224,405309098.18138224,EUR
2022-02-13,India,coal,13301247.505846111,13301247.505846111,13301247.505846111,13301247.505846111,13301247.505846111,EUR
2022-02-13,Others,coal,13099812.62889385,13099812.62889385,13099812.62889385,13099812.62889385,13099812.62889385,EUR
2022-02-13,Others,gas,51270061.29569582,51270061.29569582,51270061.29569582,51270061.29569582,51270061.29569582,EUR
2022-02-13,Others,oil,4642651.624973884,4642651.624973884,4642651.624973884,4642651.624973884,4642651.624973884,EUR
2022-02-13,Turkey,gas,25176070.812789146,25176070.812789146,25176070.812789146,25176070.812789146,25176070.812789146,EUR
2022-02-13,Turkey,oil,36191158.872476414,36191158.872476414,36191158.872476414,36191158.872476414,36191158.872476414,EUR
2022-02-13,United Kingdom,oil,46459033.86541935,46459033.86541935,46459033.86541935,46459033.86541935,46459033.86541935,EUR
2022-02-13,United States,coal,8185843.356904089,8185843.356904089,8185843.356904089,8185843.356904089,8185843.356904089,EUR
2022-02-14,China,gas,8274148.608717938,8274148.608717938,8274148.608717938,8274148.608717938,8274148.608717938,EUR
2022-02-14,China,oil,73089601.08283585,73089601.08283585,73089601.08283585,73089601.08283585,73089601.08283585,EUR
2022-02-14,EU,coal,14625497.641447688,14625497.641447688,14625497.641447688,14625497.641447688,14625497.641447688,EUR
